feature,importance
Feature_8,0.025330968619377944
Feature_22,0.020976180691208407
Feature_46,0.020894794798408303
Feature_3,0.020667723039280154
Feature_60,0.01953886309616689
Feature_9,0.016821646859835015
Feature_20,0.01485278587682835
Feature_94,0.013900714860590776
Feature_99,0.009581485829646989
Feature_71,0.007613413372587348
Feature_44,0.007008558944828599
Feature_40,0.006855131388957347
Feature_23,0.003587263488974697
Feature_29,0.0015885600725907777
Feature_32,0.0009826359134439625
Feature_95,0.0006392517668096301
Feature_24,0.0004598211706475668
Feature_61,0.00040783313233565965
Feature_15,0.00038574756642504904
Feature_54,0.00029350457666111403
Feature_21,0.00023007874004833334
Feature_82,0.0002040287456761396
Feature_36,0.00018259589506443202
Feature_77,0.0001804029529005504
Feature_42,0.00012973390329058346
Feature_7,8.812770618949464e-05
Feature_30,5.692366770838473e-05
Feature_70,4.826740811811904e-05
Feature_35,4.402702199263152e-05
Feature_52,2.4775470815407723e-05
Feature_216,0.0
Feature_215,0.0
Feature_214,0.0
Feature_213,0.0
Feature_212,0.0
Feature_206,0.0
Feature_207,0.0
Feature_217,0.0
Feature_211,0.0
Feature_210,0.0
Feature_209,0.0
Feature_208,0.0
Feature_169,0.0
Feature_179,0.0
Feature_218,0.0
Feature_204,0.0
Feature_167,0.0
Feature_231,0.0
Feature_168,0.0
Feature_230,0.0
