model,input,normalization,version,balanced_accuracy,precision,recall,f1,mcc,auroc,auprc,brier,seed
pytorch_mlp,Complex_protein_embeddings,none,v2.10,0.5,0.7755102040816326,1.0,0.8735632183908046,0.0,0.8468899521531099,0.9607413039514636,0.1968086807103905,0
pytorch_mlp,Complex_sample_embeddings,none,v2.10,0.5,0.7755102040816326,1.0,0.8735632183908046,0.0,0.3421052631578947,0.7303820992446407,0.2020388074412232,0
pytorch_mlp,concatenated_protein_embeddings,none,v2.10,0.5,0.0,0.0,0.0,0.0,0.5,0.7755102040816326,0.7755102040816326,0
pytorch_mlp,concatenated_sample_embeddings,none,v2.10,0.507177033492823,0.8,0.1052631578947368,0.1860465116279069,0.0197857159120912,0.507177033492823,0.7780880773361977,0.7142857142857143,0
pytorch_mlp,gene_expression,none,no version,0.5,0.7755102040816326,1.0,0.8735632183908046,0.0,0.9066985645933012,0.97540887777302,0.179480527707094,0
pytorch_mlp,RGCN_protein_embeddings,none,v2.10,0.5,0.0,0.0,0.0,0.0,0.5,0.7755102040816326,0.7755102040816326,0
pytorch_mlp,RGCN_sample_embeddings,none,v2.10,0.4868421052631579,0.7708333333333334,0.9736842105263158,0.8604651162790697,-0.0776575930246744,0.4868421052631579,0.7709564088793412,0.2448979591836734,0
random_forest,Complex_protein_embeddings,none,v2.10,0.7787081339712918,0.8974358974358975,0.9210526315789472,0.9090909090909092,0.5770792738295547,0.9258373205741628,0.9793347436597644,0.0988280921375586,0
random_forest,Complex_sample_embeddings,none,v2.10,0.5,0.7755102040816326,1.0,0.8735632183908046,0.0,0.2703349282296651,0.6759738405497645,0.2016077399496535,0
random_forest,concatenated_protein_embeddings,none,v2.10,0.8241626794258373,0.9210526315789472,0.9210526315789472,0.9210526315789472,0.6483253588516746,0.9473684210526316,0.9857822456872632,0.0852991507670045,0
random_forest,concatenated_sample_embeddings,none,v2.10,0.5777511961722488,0.8043478260869565,0.9736842105263158,0.8809523809523809,0.2706360664289193,0.4784688995215311,0.7983547636778675,0.190975151738258,0
random_forest,GAT_protein_embeddings,none,v2.10,0.8110047846889952,0.918918918918919,0.8947368421052632,0.9066666666666666,0.60352285617369,0.9473684210526316,0.9846888884438088,0.0902044908255343,0
random_forest,GAT_sample_embeddings,none,v2.10,0.6555023923444976,0.8372093023255814,0.9473684210526316,0.8888888888888888,0.3958634073091284,0.9138755980861244,0.9763650772772968,0.1150794257430098,0
random_forest,gene_expression,none,no version,0.7141148325358851,0.8604651162790697,0.9736842105263158,0.9135802469135802,0.5450734608333384,0.9210526315789472,0.976706059042216,0.1050572227591361,0
random_forest,GraphSAGE_protein_embeddings,none,v2.10,0.9282296650717704,0.972972972972973,0.9473684210526316,0.96,0.8310045481160808,0.9688995215311004,0.9915887998705336,0.0667349841112813,0
random_forest,GraphSAGE_sample_embeddings,none,v2.10,0.4868421052631579,0.7708333333333334,0.9736842105263158,0.8604651162790697,-0.0776575930246744,0.5933014354066986,0.8287073014670386,0.1819384362900886,0
random_forest,RGCN_protein_embeddings,none,v2.10,0.5442583732057416,0.7948717948717948,0.8157894736842105,0.8051948051948052,0.0916391979901009,0.6674641148325359,0.8818172484277889,0.1766532750006119,0
random_forest,RGCN_sample_embeddings,none,v2.10,0.5645933014354066,0.8,0.9473684210526316,0.8674698795180723,0.1968653876669132,0.5765550239234449,0.8225824200914629,0.1726085057778035,0
random_forest,weighted_RGCN_protein_embeddings,none,v2.10,0.8373205741626795,0.9230769230769232,0.9473684210526316,0.935064935064935,0.6984392927894181,0.9210526315789472,0.9761730020707416,0.0961648086233418,0
random_forest,weighted_RGCN_sample_embeddings,none,v2.10,0.5322966507177034,0.7872340425531915,0.9736842105263158,0.8705882352941177,0.1362108479275741,0.6985645933014354,0.8891594932932215,0.1769103444049537,0
sklearn_mlp,Complex_protein_embeddings,none,v2.10,0.901913875598086,0.9714285714285714,0.8947368421052632,0.9315068493150684,0.7424258698676952,0.9569377990430622,0.9885865347033512,0.0801023967858484,0
sklearn_mlp,Complex_sample_embeddings,none,v2.10,0.5251196172248804,0.7857142857142857,0.868421052631579,0.825,0.0599042297873153,0.5263157894736842,0.8066567176891463,0.2350401478511596,0
sklearn_mlp,concatenated_protein_embeddings,none,v2.10,0.5,0.7755102040816326,1.0,0.8735632183908046,0.0,0.5,0.7755102040816326,0.2244897959183673,0
sklearn_mlp,concatenated_sample_embeddings,none,v2.10,0.4736842105263157,0.7659574468085106,0.9473684210526316,0.8470588235294118,-0.1109866168298752,0.4736842105263157,0.766460223507096,0.2653061224489796,0
sklearn_mlp,GAT_protein_embeddings,none,v2.10,0.5,0.7755102040816326,1.0,0.8735632183908046,0.0,0.6650717703349283,0.8870108762115675,0.1742086280659482,0
sklearn_mlp,GAT_sample_embeddings,none,v2.10,0.5,0.7755102040816326,1.0,0.8735632183908046,0.0,0.8014354066985646,0.9274473568827716,0.173715086993298,0
sklearn_mlp,gene_expression,none,no version,0.5,0.7755102040816326,1.0,0.8735632183908046,0.0,0.5,0.7755102040816326,0.2445454253571231,0
sklearn_mlp,GraphSAGE_protein_embeddings,none,v2.10,0.5,0.7755102040816326,1.0,0.8735632183908046,0.0,0.7894736842105263,0.939639083279186,0.1744841807944769,0
sklearn_mlp,GraphSAGE_sample_embeddings,none,v2.10,0.4605263157894737,0.7608695652173914,0.9210526315789472,0.8333333333333334,-0.1373998491100667,0.7129186602870814,0.8722418479880157,0.1555920277034812,0
sklearn_mlp,RGCN_protein_embeddings,none,v2.10,0.5,0.7755102040816326,1.0,0.8735632183908046,0.0,0.5,0.7755102040816326,0.2244897959183673,0
sklearn_mlp,RGCN_sample_embeddings,none,v2.10,0.5047846889952152,0.7777777777777778,0.7368421052631579,0.7567567567567568,0.009043757818173,0.5047846889952153,0.7771810478577396,0.3673469387755102,0
sklearn_mlp,weighted_RGCN_protein_embeddings,none,v2.10,0.5,0.7755102040816326,1.0,0.8735632183908046,0.0,0.5909090909090908,0.8374066238365693,0.1741148839529409,0
sklearn_mlp,weighted_RGCN_sample_embeddings,none,v2.10,0.5,0.7755102040816326,1.0,0.8735632183908046,0.0,0.4497607655502392,0.8024626408662429,0.1756755888092011,0
svm,Complex_protein_embeddings,none,v2.10,0.5,0.7755102040816326,1.0,0.8735632183908046,0.0,0.930622009569378,0.9808574746232848,0.0957014805897088,0
svm,Complex_sample_embeddings,none,v2.10,0.5,0.7755102040816326,1.0,0.8735632183908046,0.0,0.6220095693779905,0.8636078228606583,0.1672824044338447,0
svm,concatenated_protein_embeddings,none,v2.10,0.5,0.7755102040816326,1.0,0.8735632183908046,0.0,0.5095693779904306,0.8074593137389975,0.1742796274369604,0
svm,concatenated_sample_embeddings,none,v2.10,0.5,0.7755102040816326,1.0,0.8735632183908046,0.0,0.5382775119617225,0.7775212343330042,0.1739746572234424,0
svm,GAT_protein_embeddings,none,v2.10,0.5,0.7755102040816326,1.0,0.8735632183908046,0.0,0.901913875598086,0.9704697494241152,0.1213867971839816,0
svm,GAT_sample_embeddings,none,v2.10,0.5,0.7755102040816326,1.0,0.8735632183908046,0.0,0.8923444976076556,0.9701529039475406,0.1145719069536725,0
svm,gene_expression,none,no version,0.9282296650717704,0.972972972972973,0.9473684210526316,0.96,0.8310045481160808,0.9832535885167464,0.9957189624779652,0.044693897477827,0
svm,GraphSAGE_protein_embeddings,none,v2.10,0.5,0.7755102040816326,1.0,0.8735632183908046,0.0,0.952153110047847,0.9873270692583876,0.0735896173312076,0
svm,GraphSAGE_sample_embeddings,none,v2.10,0.5,0.7755102040816326,1.0,0.8735632183908046,0.0,0.7320574162679426,0.895718774109337,0.1602195480287094,0
svm,RGCN_protein_embeddings,none,v2.10,0.5,0.7755102040816326,1.0,0.8735632183908046,0.0,0.5095693779904306,0.8074593137389975,0.1745705743842688,0
svm,RGCN_sample_embeddings,none,v2.10,0.5,0.7755102040816326,1.0,0.8735632183908046,0.0,0.5382775119617225,0.7775212343330042,0.1739743879702992,0
svm,weighted_RGCN_protein_embeddings,none,v2.10,0.5,0.7755102040816326,1.0,0.8735632183908046,0.0,0.9114832535885168,0.9769495074038612,0.1221317237046278,0
svm,weighted_RGCN_sample_embeddings,none,v2.10,0.5,0.7755102040816326,1.0,0.8735632183908046,0.0,0.3062200956937799,0.6953823414997237,0.1861948103222323,0
xgboost,Complex_protein_embeddings,none,v2.10,0.9342105263157896,1.0,0.868421052631579,0.9295774647887324,0.7726832945548975,0.9282296650717704,0.9817700542428276,0.107325579127525,0
xgboost,Complex_sample_embeddings,none,v2.10,0.5,0.7755102040816326,1.0,0.8735632183908046,0.0,0.3229665071770334,0.7018128550713485,0.2072994301833998,0
xgboost,concatenated_protein_embeddings,none,v2.10,0.9342105263157896,1.0,0.868421052631579,0.9295774647887324,0.7726832945548975,0.930622009569378,0.982391547246592,0.1068297435176273,0
xgboost,concatenated_sample_embeddings,none,v2.10,0.5645933014354066,0.8,0.9473684210526316,0.8674698795180723,0.1968653876669132,0.4593301435406698,0.7736248194718246,0.2008690400741712,0
xgboost,GAT_protein_embeddings,none,v2.10,0.8301435406698565,0.9411764705882352,0.8421052631578947,0.8888888888888888,0.5977723916796701,0.9521531100478468,0.9866333045014404,0.08761682531879,0
xgboost,GAT_sample_embeddings,none,v2.10,0.8110047846889952,0.918918918918919,0.8947368421052632,0.9066666666666666,0.60352285617369,0.8923444976076554,0.9706764552879786,0.1157521833788832,0
xgboost,gene_expression,none,no version,0.8696172248803828,0.945945945945946,0.9210526315789472,0.9333333333333332,0.7172637021448854,0.9138755980861244,0.971724746590028,0.0876705187773992,0
xgboost,GraphSAGE_protein_embeddings,none,v2.10,0.9473684210526316,1.0,0.8947368421052632,0.9444444444444444,0.8100249075659297,0.9808612440191388,0.9950077249246224,0.0643660694012657,0
xgboost,GraphSAGE_sample_embeddings,none,v2.10,0.5,0.7755102040816326,1.0,0.8735632183908046,0.0,0.4999999999999999,0.7608863794349123,0.2009539770305904,0
xgboost,RGCN_protein_embeddings,none,v2.10,0.69377990430622,0.8648648648648649,0.8421052631578947,0.8533333333333334,0.3760411642312991,0.770334928229665,0.9251690113330144,0.1609012790318146,0
xgboost,RGCN_sample_embeddings,none,v2.10,0.5382775119617225,0.7906976744186046,0.8947368421052632,0.8395061728395061,0.0974433002607085,0.5550239234449761,0.8063488976433045,0.1914512641008414,0
xgboost,weighted_RGCN_protein_embeddings,none,v2.10,0.8696172248803828,0.945945945945946,0.9210526315789472,0.9333333333333332,0.7172637021448854,0.9521531100478468,0.9869549711218628,0.0831241440544423,0
xgboost,weighted_RGCN_sample_embeddings,none,v2.10,0.5,0.7755102040816326,1.0,0.8735632183908046,0.0,0.6818181818181819,0.8864924065949561,0.1929768098508856,0
pytorch_mlp,Complex_protein_embeddings,robust,v2.10,0.5777511961722488,0.8043478260869565,0.9736842105263158,0.8809523809523809,0.2706360664289193,0.7488038277511961,0.9100159371394506,0.1615258692598472,0
pytorch_mlp,concatenated_protein_embeddings,robust,v2.10,0.4892344497607656,0.7647058823529411,0.3421052631578947,0.4727272727272727,-0.0188736074820484,0.4892344497607655,0.7718139887533961,0.5918367346938775,0
pytorch_mlp,RGCN_protein_embeddings,robust,v2.10,0.4545454545454545,0.0,0.0,0.0,-0.2682716849943299,0.4545454545454545,0.7755102040816326,0.7959183673469388,0
random_forest,Complex_protein_embeddings,robust,v2.10,0.6614832535885168,0.8461538461538461,0.868421052631579,0.8571428571428571,0.3343592359098278,0.6937799043062202,0.8753976326354168,0.1707834344726087,0
random_forest,concatenated_protein_embeddings,robust,v2.10,0.6351674641148325,0.8378378378378378,0.8157894736842105,0.8266666666666667,0.2623003182601037,0.65311004784689,0.8102445236192435,0.1771550891138062,0
random_forest,GAT_sample_embeddings,robust,v2.10,0.6555023923444976,0.8372093023255814,0.9473684210526316,0.8888888888888888,0.3958634073091284,0.9138755980861244,0.9763650772772968,0.1150794257430098,0
random_forest,GraphSAGE_sample_embeddings,robust,v2.10,0.4868421052631579,0.7708333333333334,0.9736842105263158,0.8604651162790697,-0.0776575930246744,0.5933014354066986,0.8287073014670386,0.1819384362900886,0
random_forest,RGCN_protein_embeddings,robust,v2.10,0.6100478468899522,0.8181818181818182,0.9473684210526316,0.8780487804878049,0.3033809773187321,0.6327751196172249,0.7942607614679924,0.1649258458251315,0
random_forest,weighted_RGCN_sample_embeddings,robust,v2.10,0.5322966507177034,0.7872340425531915,0.9736842105263158,0.8705882352941177,0.1362108479275741,0.6985645933014354,0.8891594932932215,0.1769103444049537,0
sklearn_mlp,Complex_protein_embeddings,robust,v2.10,0.6088516746411483,0.8285714285714286,0.7631578947368421,0.7945205479452054,0.2010736730891674,0.6698564593301435,0.8370752814275391,0.2302759584815724,0
sklearn_mlp,concatenated_protein_embeddings,robust,v2.10,0.5,0.7755102040816326,1.0,0.8735632183908046,0.0,0.4485645933014354,0.7616541353383458,0.2640331460639718,0
sklearn_mlp,GAT_sample_embeddings,robust,v2.10,0.5,0.7755102040816326,1.0,0.8735632183908046,0.0,0.8014354066985646,0.9274473568827716,0.173715086993298,0
sklearn_mlp,GraphSAGE_sample_embeddings,robust,v2.10,0.4605263157894737,0.7608695652173914,0.9210526315789472,0.8333333333333334,-0.1373998491100667,0.7129186602870814,0.8722418479880157,0.1555920277034812,0
sklearn_mlp,RGCN_protein_embeddings,robust,v2.10,0.5,0.7755102040816326,1.0,0.8735632183908046,0.0,0.5514354066985645,0.7938799921882629,0.2084162517919872,0
sklearn_mlp,weighted_RGCN_sample_embeddings,robust,v2.10,0.5,0.7755102040816326,1.0,0.8735632183908046,0.0,0.4497607655502392,0.8024626408662429,0.1756755888092011,0
svm,Complex_protein_embeddings,robust,v2.10,0.6555023923444976,0.8372093023255814,0.9473684210526316,0.8888888888888888,0.3958634073091284,0.714114832535885,0.8256159540247817,0.1520927550134911,0
svm,concatenated_protein_embeddings,robust,v2.10,0.5,0.7755102040816326,1.0,0.8735632183908046,0.0,0.423444976076555,0.779230829174562,0.1739144240365908,0
svm,GAT_sample_embeddings,robust,v2.10,0.5,0.7755102040816326,1.0,0.8735632183908046,0.0,0.8923444976076556,0.9701529039475406,0.1145719069536725,0
svm,GraphSAGE_sample_embeddings,robust,v2.10,0.5,0.7755102040816326,1.0,0.8735632183908046,0.0,0.7320574162679426,0.895718774109337,0.1602195480287094,0
svm,RGCN_protein_embeddings,robust,v2.10,0.5,0.7755102040816326,1.0,0.8735632183908046,0.0,0.423444976076555,0.779230829174562,0.1739153713547108,0
svm,weighted_RGCN_sample_embeddings,robust,v2.10,0.5,0.7755102040816326,1.0,0.8735632183908046,0.0,0.3062200956937799,0.6953823414997237,0.1861948103222323,0
xgboost,Complex_protein_embeddings,robust,v2.10,0.69377990430622,0.8648648648648649,0.8421052631578947,0.8533333333333334,0.3760411642312991,0.667464114832536,0.8520447468750908,0.1834243446521294,0
xgboost,concatenated_protein_embeddings,robust,v2.10,0.7200956937799043,0.8717948717948718,0.8947368421052632,0.8831168831168831,0.4557192548696913,0.6602870813397129,0.8095292954291665,0.1682280994607607,0
xgboost,GAT_sample_embeddings,robust,v2.10,0.8110047846889952,0.918918918918919,0.8947368421052632,0.9066666666666666,0.60352285617369,0.8923444976076554,0.9706764552879786,0.1157521833788832,0
xgboost,GraphSAGE_sample_embeddings,robust,v2.10,0.5,0.7755102040816326,1.0,0.8735632183908046,0.0,0.4999999999999999,0.7608863794349123,0.2009539770305904,0
xgboost,RGCN_protein_embeddings,robust,v2.10,0.4736842105263157,0.7659574468085106,0.9473684210526316,0.8470588235294118,-0.1109866168298752,0.6339712918660287,0.865894964788625,0.19635045458233,0
xgboost,weighted_RGCN_sample_embeddings,robust,v2.10,0.5,0.7755102040816326,1.0,0.8735632183908046,0.0,0.6818181818181819,0.8864924065949561,0.1929768098508856,0
pytorch_mlp,Complex_protein_embeddings,standard,v2.10,0.5,0.7755102040816326,1.0,0.8735632183908046,0.0,0.6196172248803827,0.8592245313150179,0.1726860852448003,0
pytorch_mlp,concatenated_protein_embeddings,standard,v2.10,0.4688995215311005,0.7272727272727273,0.2105263157894736,0.3265306122448979,-0.062200956937799,0.4688995215311005,0.7653549458060737,0.673469387755102,0
pytorch_mlp,RGCN_protein_embeddings,standard,v2.10,0.4210526315789473,0.7441860465116279,0.8421052631578947,0.7901234567901234,-0.2009768067877113,0.4210526315789473,0.7491319661279444,0.3469387755102041,0
random_forest,Complex_protein_embeddings,standard,v2.10,0.5514354066985646,0.7954545454545454,0.9210526315789472,0.8536585365853658,0.1417976307033204,0.6555023923444976,0.8906966528574738,0.1842831263846322,0
random_forest,concatenated_protein_embeddings,standard,v2.10,0.5909090909090909,0.8085106382978723,1.0,0.8941176470588236,0.3834083126850235,0.7751196172248804,0.8858594959626699,0.1495769328604697,0
random_forest,GAT_sample_embeddings,standard,v2.10,0.6555023923444976,0.8372093023255814,0.9473684210526316,0.8888888888888888,0.3958634073091284,0.9138755980861244,0.9763650772772968,0.1150794257430098,0
random_forest,GraphSAGE_sample_embeddings,standard,v2.10,0.4868421052631579,0.7708333333333334,0.9736842105263158,0.8604651162790697,-0.0776575930246744,0.5933014354066986,0.8287073014670386,0.1819384362900886,0
random_forest,RGCN_protein_embeddings,standard,v2.10,0.5322966507177034,0.7872340425531915,0.9736842105263158,0.8705882352941177,0.1362108479275741,0.631578947368421,0.8450982757694546,0.1667982164867503,0
random_forest,weighted_RGCN_sample_embeddings,standard,v2.10,0.5322966507177034,0.7872340425531915,0.9736842105263158,0.8705882352941177,0.1362108479275741,0.6985645933014354,0.8891594932932215,0.1769103444049537,0
sklearn_mlp,Complex_protein_embeddings,standard,v2.10,0.6543062200956937,0.8529411764705882,0.7631578947368421,0.8055555555555556,0.2793936178502805,0.763157894736842,0.9272208025606108,0.2338804764794554,0
sklearn_mlp,concatenated_protein_embeddings,standard,v2.10,0.5,0.7755102040816326,1.0,0.8735632183908046,0.0,0.5,0.7755102040816326,0.1754944792656416,0
sklearn_mlp,GAT_sample_embeddings,standard,v2.10,0.5,0.7755102040816326,1.0,0.8735632183908046,0.0,0.8014354066985646,0.9274473568827716,0.173715086993298,0
sklearn_mlp,GraphSAGE_sample_embeddings,standard,v2.10,0.4605263157894737,0.7608695652173914,0.9210526315789472,0.8333333333333334,-0.1373998491100667,0.7129186602870814,0.8722418479880157,0.1555920277034812,0
sklearn_mlp,RGCN_protein_embeddings,standard,v2.10,0.5,0.7755102040816326,1.0,0.8735632183908046,0.0,0.5,0.7755102040816326,0.2244897959183673,0
sklearn_mlp,weighted_RGCN_sample_embeddings,standard,v2.10,0.5,0.7755102040816326,1.0,0.8735632183908046,0.0,0.4497607655502392,0.8024626408662429,0.1756755888092011,0
svm,Complex_protein_embeddings,standard,v2.10,0.5645933014354066,0.8,0.9473684210526316,0.8674698795180723,0.1968653876669132,0.5921052631578948,0.8045707972916577,0.1684606857991555,0
svm,concatenated_protein_embeddings,standard,v2.10,0.5,0.7755102040816326,1.0,0.8735632183908046,0.0,0.6291866028708134,0.8623942296243744,0.1725667410433543,0
svm,GAT_sample_embeddings,standard,v2.10,0.5,0.7755102040816326,1.0,0.8735632183908046,0.0,0.8923444976076556,0.9701529039475406,0.1145719069536725,0
svm,GraphSAGE_sample_embeddings,standard,v2.10,0.5,0.7755102040816326,1.0,0.8735632183908046,0.0,0.7320574162679426,0.895718774109337,0.1602195480287094,0
svm,RGCN_protein_embeddings,standard,v2.10,0.5,0.7755102040816326,1.0,0.8735632183908046,0.0,0.6291866028708134,0.8623942296243744,0.1725696688979701,0
svm,weighted_RGCN_sample_embeddings,standard,v2.10,0.5,0.7755102040816326,1.0,0.8735632183908046,0.0,0.3062200956937799,0.6953823414997237,0.1861948103222323,0
xgboost,Complex_protein_embeddings,standard,v2.10,0.5,0.7755102040816326,1.0,0.8735632183908046,0.0,0.562200956937799,0.8237054684288972,0.2015494746439836,0
xgboost,concatenated_protein_embeddings,standard,v2.10,0.5,0.7755102040816326,1.0,0.8735632183908046,0.0,0.562200956937799,0.8034241883840522,0.2007209203619646,0
xgboost,GAT_sample_embeddings,standard,v2.10,0.8110047846889952,0.918918918918919,0.8947368421052632,0.9066666666666666,0.60352285617369,0.8923444976076554,0.9706764552879786,0.1157521833788832,0
xgboost,GraphSAGE_sample_embeddings,standard,v2.10,0.5,0.7755102040816326,1.0,0.8735632183908046,0.0,0.4999999999999999,0.7608863794349123,0.2009539770305904,0
xgboost,RGCN_protein_embeddings,standard,v2.10,0.5119617224880383,0.7804878048780488,0.8421052631578947,0.810126582278481,0.0270069124936812,0.5669856459330144,0.8183563038704239,0.225471334707279,0
xgboost,weighted_RGCN_sample_embeddings,standard,v2.10,0.5,0.7755102040816326,1.0,0.8735632183908046,0.0,0.6818181818181819,0.8864924065949561,0.1929768098508856,0
pytorch_mlp,Complex_protein_embeddings,log1p,v2.10,0.5,0.7755102040816326,1.0,0.8735632183908046,0.0,0.9545454545454544,0.9874777868318406,0.173996684536581,0
pytorch_mlp,concatenated_protein_embeddings,log1p,v2.10,0.5,0.7755102040816326,1.0,0.8735632183908046,0.0,0.5,0.7755102040816326,0.2244897959183673,0
pytorch_mlp,RGCN_protein_embeddings,log1p,v2.10,0.5,0.7755102040816326,1.0,0.8735632183908046,0.0,0.5,0.7755102040816326,0.2244897959183673,0
random_forest,Complex_protein_embeddings,log1p,v2.10,0.7787081339712918,0.8974358974358975,0.9210526315789472,0.9090909090909092,0.5770792738295547,0.9521531100478468,0.9876053770790612,0.0808329297282975,0
random_forest,concatenated_protein_embeddings,log1p,v2.10,0.8373205741626795,0.9230769230769232,0.9473684210526316,0.935064935064935,0.6984392927894181,0.9497607655502392,0.9864643738464748,0.0775807511787918,0
random_forest,GAT_sample_embeddings,log1p,v2.10,0.6555023923444976,0.8372093023255814,0.9473684210526316,0.8888888888888888,0.3958634073091284,0.9138755980861244,0.9763650772772968,0.1150794257430098,0
random_forest,GraphSAGE_sample_embeddings,log1p,v2.10,0.4868421052631579,0.7708333333333334,0.9736842105263158,0.8604651162790697,-0.0776575930246744,0.5933014354066986,0.8287073014670386,0.1819384362900886,0
random_forest,RGCN_protein_embeddings,log1p,v2.10,0.5705741626794258,0.8048780487804879,0.868421052631579,0.8354430379746836,0.1593407837127196,0.69377990430622,0.888893918283033,0.1681756112313656,0
random_forest,weighted_RGCN_sample_embeddings,log1p,v2.10,0.5322966507177034,0.7872340425531915,0.9736842105263158,0.8705882352941177,0.1362108479275741,0.6985645933014354,0.8891594932932215,0.1769103444049537,0
sklearn_mlp,Complex_protein_embeddings,log1p,v2.10,0.700956937799043,0.8571428571428571,0.9473684210526316,0.9,0.479233838298523,0.9282296650717704,0.9799157833785748,0.099658695770788,0
sklearn_mlp,concatenated_protein_embeddings,log1p,v2.10,0.5,0.7755102040816326,1.0,0.8735632183908046,0.0,0.5,0.7755102040816326,0.2244897959183673,0
sklearn_mlp,GAT_sample_embeddings,log1p,v2.10,0.5,0.7755102040816326,1.0,0.8735632183908046,0.0,0.8014354066985646,0.9274473568827716,0.173715086993298,0
sklearn_mlp,GraphSAGE_sample_embeddings,log1p,v2.10,0.4605263157894737,0.7608695652173914,0.9210526315789472,0.8333333333333334,-0.1373998491100667,0.7129186602870814,0.8722418479880157,0.1555920277034812,0
sklearn_mlp,RGCN_protein_embeddings,log1p,v2.10,0.5,0.7755102040816326,1.0,0.8735632183908046,0.0,0.5,0.7755102040816326,0.2244897959183673,0
