model,input,normalization,version,balanced_accuracy,precision,recall,f1,mcc,auroc,auprc,brier
pytorch_mlp,Complex_protein_embeddings,none,v2.10,0.5,0.7755102040816326,1.0,0.8735632183908046,0.0,0.9066985645933014,0.9726179883901893,0.17384627430291563
pytorch_mlp,Complex_sample_embeddings,none,v2.10,0.4342105263157895,0.75,0.868421052631579,0.8048780487804879,-0.18136906252750293,0.23205741626794257,0.6470338064878843,0.23246758187476127
pytorch_mlp,concatenated_protein_embeddings,none,v2.10,0.5,0.0,0.0,0.0,0.0,0.5,0.7755102040816326,0.7755102040816326
pytorch_mlp,concatenated_sample_embeddings,none,v2.10,0.5131578947368421,1.0,0.02631578947368421,0.05128205128205128,0.07765759302467444,0.5131578947368421,0.7814178302900107,0.7551020408163265
pytorch_mlp,gene_expression,none,,0.5,0.7755102040816326,1.0,0.8735632183908046,0.0,0.7009569377990431,0.9122263131609095,0.18045362791075426
pytorch_mlp,RGCN_protein_embeddings,none,v2.10,0.5,0.7755102040816326,1.0,0.8735632183908046,0.0,0.5,0.7755102040816326,0.22448979591836735
pytorch_mlp,RGCN_sample_embeddings,none,v2.10,0.4868421052631579,0.7708333333333334,0.9736842105263158,0.8604651162790697,-0.07765759302467444,0.4868421052631579,0.7709564088793412,0.24489795918367346
random_forest,Complex_protein_embeddings,none,v2.10,0.8181818181818181,0.9047619047619048,1.0,0.95,0.7587869106393281,0.9712918660287082,0.9917048492940621,0.06467552747160657
random_forest,Complex_sample_embeddings,none,v2.10,0.5,0.7755102040816326,1.0,0.8735632183908046,0.0,0.44019138755980847,0.7888228748943864,0.19456213740635445
random_forest,concatenated_protein_embeddings,none,v2.10,0.8181818181818181,0.9047619047619048,1.0,0.95,0.7587869106393281,0.9593301435406698,0.9878587928361497,0.07304004956136985
random_forest,concatenated_sample_embeddings,none,v2.10,0.5,0.7755102040816326,1.0,0.8735632183908046,0.0,0.6124401913875598,0.854903627952979,0.17095774074358247
random_forest,gene_expression,none,,0.7272727272727273,0.8636363636363636,1.0,0.926829268292683,0.6265476705495556,0.9832535885167464,0.9951878222484938,0.09132251237334954
random_forest,RGCN_protein_embeddings,none,v2.10,0.6028708133971292,0.8205128205128205,0.8421052631578947,0.8311688311688312,0.2129992169499644,0.6387559808612441,0.8714087637633697,0.1835245222586729
random_forest,RGCN_sample_embeddings,none,v2.10,0.6028708133971292,0.8205128205128205,0.8421052631578947,0.8311688311688312,0.2129992169499644,0.5885167464114833,0.845652245233294,0.19282924913840752
sklearn_mlp,Complex_protein_embeddings,none,v2.10,0.8181818181818181,0.9047619047619048,1.0,0.95,0.7587869106393281,0.9521531100478469,0.9838469773880268,0.06844433395651178
sklearn_mlp,Complex_sample_embeddings,none,v2.10,0.47966507177033496,0.7674418604651163,0.868421052631579,0.8148148148148148,-0.051766753263501414,0.5203349282296651,0.7919184348509559,0.29133806684549807
sklearn_mlp,concatenated_protein_embeddings,none,v2.10,0.5,0.7755102040816326,1.0,0.8735632183908046,0.0,0.5,0.7755102040816326,0.22448979591836735
sklearn_mlp,concatenated_sample_embeddings,none,v2.10,0.5,0.7755102040816326,1.0,0.8735632183908046,0.0,0.5,0.7755102040816326,0.22448979591836735
sklearn_mlp,gene_expression,none,,0.5,0.7755102040816326,1.0,0.8735632183908046,0.0,0.5,0.7755102040816326,0.2139619105872768
sklearn_mlp,RGCN_protein_embeddings,none,v2.10,0.5,0.7755102040816326,1.0,0.8735632183908046,0.0,0.5,0.7755102040816326,0.22448979591836735
sklearn_mlp,RGCN_sample_embeddings,none,v2.10,0.47368421052631576,0.7659574468085106,0.9473684210526315,0.8470588235294118,-0.11098661682987525,0.48684210526315785,0.7726192380647667,0.2469506316316772
svm,Complex_protein_embeddings,none,v2.10,0.5,0.7755102040816326,1.0,0.8735632183908046,0.0,0.9521531100478469,0.9851777456655934,0.06585579875689855
svm,Complex_sample_embeddings,none,v2.10,0.5,0.7755102040816326,1.0,0.8735632183908046,0.0,0.5334928229665071,0.834004400308857,0.1744058669744081
svm,concatenated_protein_embeddings,none,v2.10,0.7523923444976077,0.8918918918918919,0.868421052631579,0.88,0.48978201020249457,0.868421052631579,0.9618493244948713,0.1245834573773868
svm,concatenated_sample_embeddings,none,v2.10,0.5,0.7755102040816326,1.0,0.8735632183908046,0.0,0.6172248803827751,0.8321409090360409,0.16958215007349015
svm,gene_expression,none,,0.895933014354067,0.9487179487179487,0.9736842105263158,0.961038961038961,0.8197993117492816,0.9880382775119616,0.9965494580453029,0.04632816767958236
svm,RGCN_protein_embeddings,none,v2.10,0.7523923444976077,0.8918918918918919,0.868421052631579,0.88,0.48978201020249457,0.868421052631579,0.9618493244948713,0.12458345752047148
svm,RGCN_sample_embeddings,none,v2.10,0.5,0.7755102040816326,1.0,0.8735632183908046,0.0,0.6172248803827751,0.8321409090360409,0.16962291109784663
xgboost,Complex_protein_embeddings,none,v2.10,0.7272727272727273,0.8636363636363636,1.0,0.926829268292683,0.6265476705495556,0.9617224880382775,0.989000980808818,0.07900512466898875
xgboost,Complex_sample_embeddings,none,v2.10,0.5,0.7755102040816326,1.0,0.8735632183908046,0.0,0.5023923444976076,0.784934182207955,0.18581618389825763
xgboost,concatenated_protein_embeddings,none,v2.10,0.7727272727272727,0.8837209302325582,1.0,0.9382716049382716,0.6942835143575484,0.9569377990430622,0.9882272648382519,0.10189240167282715
xgboost,concatenated_sample_embeddings,none,v2.10,0.5,0.7755102040816326,1.0,0.8735632183908046,0.0,0.5167464114832536,0.7793328782214894,0.20029385674337497
xgboost,gene_expression,none,,0.8636363636363636,0.926829268292683,1.0,0.9620253164556962,0.8210101398079112,0.9617224880382774,0.9884185345526392,0.055528459892210315
xgboost,RGCN_protein_embeddings,none,v2.10,0.6028708133971292,0.8205128205128205,0.8421052631578947,0.8311688311688312,0.2129992169499644,0.6291866028708134,0.8590358524104769,0.19316445145409783
xgboost,RGCN_sample_embeddings,none,v2.10,0.6160287081339713,0.825,0.868421052631579,0.8461538461538461,0.25005315755960567,0.6267942583732058,0.8432943439119926,0.19348316569567728
pytorch_mlp,Complex_protein_embeddings,robust,v2.10,0.6555023923444976,0.8372093023255814,0.9473684210526315,0.8888888888888888,0.39586340730912845,0.6722488038277512,0.823261831111031,0.16544331628239575
pytorch_mlp,concatenated_protein_embeddings,robust,v2.10,0.5299043062200957,0.7931034482758621,0.6052631578947368,0.6865671641791045,0.05077358991411647,0.5299043062200957,0.7861587466202452,0.42857142857142855
pytorch_mlp,RGCN_protein_embeddings,robust,v2.10,0.39952153110047844,0.7142857142857143,0.5263157894736842,0.6060606060606061,-0.1694347484174715,0.39952153110047844,0.7432867883995704,0.5306122448979592
random_forest,Complex_protein_embeddings,robust,v2.10,0.6232057416267942,0.8222222222222222,0.9736842105263158,0.891566265060241,0.3755024986980011,0.7751196172248803,0.9338214548335768,0.14300592675307314
random_forest,concatenated_protein_embeddings,robust,v2.10,0.6232057416267942,0.8222222222222222,0.9736842105263158,0.891566265060241,0.3755024986980011,0.7559808612440192,0.9043931079540198,0.15006397156205678
random_forest,RGCN_protein_embeddings,robust,v2.10,0.5251196172248804,0.7857142857142857,0.868421052631579,0.825,0.05990422978731538,0.6291866028708134,0.8833141429739771,0.19185761124636688
sklearn_mlp,Complex_protein_embeddings,robust,v2.10,0.6351674641148325,0.8378378378378378,0.8157894736842105,0.8266666666666667,0.26230031826010375,0.6519138755980861,0.811724875683661,0.2257795260782239
sklearn_mlp,concatenated_protein_embeddings,robust,v2.10,0.5,0.7755102040816326,1.0,0.8735632183908046,0.0,0.5,0.7755102040816326,0.1782656131170282
sklearn_mlp,RGCN_protein_embeddings,robust,v2.10,0.5,0.7755102040816326,1.0,0.8735632183908046,0.0,0.47368421052631576,0.766460223507096,0.23256334878015408
svm,Complex_protein_embeddings,robust,v2.10,0.6686602870813397,0.8409090909090909,0.9736842105263158,0.9024390243902439,0.4649643239341439,0.757177033492823,0.9183203096624618,0.14156311783515663
svm,concatenated_protein_embeddings,robust,v2.10,0.5,0.7755102040816326,1.0,0.8735632183908046,0.0,0.3875598086124402,0.6988656047349876,0.17757244350412657
svm,RGCN_protein_embeddings,robust,v2.10,0.5,0.7755102040816326,1.0,0.8735632183908046,0.0,0.3875598086124402,0.6988656047349876,0.17757237878352466
