feature,importance
Feature_68,0.02045277392293066
Feature_167,0.012819284729182034
Feature_150,0.010407021916441644
Feature_166,0.010275665826483874
Feature_95,0.010143571346346178
Feature_161,0.008688431386699964
Feature_116,0.0073916995203683195
Feature_140,0.0072294369694207135
Feature_134,0.0070586396717471
Feature_58,0.0057638418714779545
Feature_169,0.005301563574181351
Feature_147,0.005281769245627808
Feature_113,0.004982403063233553
Feature_78,0.004352449292732322
Feature_174,0.004169516138427814
Feature_53,0.004104947109066285
Feature_186,0.004058489021587648
Feature_11,0.003846267267172492
Feature_156,0.0038040450916576934
Feature_40,0.003556279663747688
Feature_132,0.0032923513532342515
Feature_122,0.0030639707709823223
Feature_36,0.0030101743494868024
Feature_185,0.002921250524232151
Feature_149,0.0029047544779926843
Feature_59,0.00287776574607126
Feature_64,0.002865429061669475
Feature_181,0.0026724581247350664
Feature_65,0.0026397210856183274
Feature_55,0.0025701995705300976
Feature_112,0.00252991409954646
Feature_117,0.0022365747755848223
Feature_63,0.0021937764728776734
Feature_151,0.002156514791576409
Feature_103,0.0021322210208664172
Feature_173,0.0021095362009940014
Feature_157,0.0020603514523177503
Feature_163,0.0019711232514979258
Feature_152,0.0018748951760323535
Feature_51,0.0016680109620909375
Feature_73,0.0015141401129077528
Feature_135,0.0014458269499607608
Feature_154,0.001283267780639283
Feature_111,0.0012583647891137907
Feature_124,0.0012332212058501517
Feature_9,0.0011498104400306972
Feature_74,0.0010995591567315895
Feature_130,0.001087774143239556
Feature_121,0.0010728117330919152
Feature_35,0.0010616831729923794
