"ID","Description","setSize","enrichmentScore","NES","pvalue","p.adjust","qvalue","rank","leading_edge","core_enrichment"
"hsa03040","Spliceosome",30,-0.740142593847012,-2.67337781871336,2.65404600743298e-09,3.76874533055483e-07,2.26292343791654e-07,202,"tags=60%, list=16%, signal=52%","6426/10286/25949/7307/6625/57461/79753/56259/10285/22985/83443/6631/8559/26121/9416/7536/51690/11157"
"hsa04110","Cell cycle",21,0.73163747376833,2.25447340674572,5.74804075830123e-06,0.000408110893839388,0.000245048053380211,295,"tags=76%, list=23%, signal=60%","113130/4173/9232/4171/246184/4176/7531/1027/5934/6502/8556/9212/5885/8243/9088/10971"
"hsa05208","Chemical carcinogenesis - reactive oxygen species",26,-0.654499701702123,-2.28093769604113,1.16399717235243e-05,0.000413218996185111,0.00024811518673828,295,"tags=65%, list=23%, signal=51%","847/2885/4731/7384/5170/51079/4729/29796/7388/513/3091/5594/5295/4713/6392/1337/3845"
"hsa05171","Coronavirus disease - COVID-19",20,-0.718236591007286,-2.27091118667305,1.04771270726362e-05,0.000413218996185111,0.00024811518673828,188,"tags=50%, list=15%, signal=43%","9636/9641/6189/6201/5610/103/6772/23118/5594/5295"
"hsa04714","Thermogenesis",28,-0.637329545511996,-2.25052143160314,1.80472226198038e-05,0.000512541122402427,0.000307752638358759,306,"tags=61%, list=24%, signal=47%","521/1385/55818/2885/4731/7384/51079/4729/29796/7388/513/6601/4713/6392/6197/1337/3845"
"hsa05415","Diabetic cardiomyopathy",22,-0.685457959615935,-2.23468909804173,2.31797937600093e-05,0.000517755892542686,0.000310883819836602,274,"tags=68%, list=21%, signal=55%","7043/488/4731/7384/51079/51660/4729/29796/7388/513/5295/4713/6392/4689/1337"
"hsa04662","B cell receptor signaling pathway",13,-0.786040653137379,-2.22259555189909,2.55231778014e-05,0.000517755892542686,0.000310883819836602,263,"tags=77%, list=20%, signal=62%","5530/2885/27071/930/5594/5295/973/933/3845/3635"
"hsa05020","Prion disease",28,-0.616140244418862,-2.17569832546191,5.3576677711924e-05,0.000950986029386651,0.000571014591403401,284,"tags=61%, list=22%, signal=48%","1385/5530/2534/4731/5621/7384/51079/4729/29796/7388/513/5594/5295/4713/6392/4689/1337"
"hsa04932","Non-alcoholic fatty liver disease",24,-0.650925714734762,-2.18989409152411,6.33467264692855e-05,0.00099947057318206,0.000600126882340599,246,"tags=58%, list=19%, signal=48%","4731/7384/51079/841/4729/79602/29796/7388/5295/7186/4713/6392/1337/637"
"hsa04380","Osteoclast differentiation",20,-0.678686596352765,-2.14586252385311,7.31956009952919e-05,0.00102537334789455,0.000615680068046395,284,"tags=65%, list=22%, signal=51%","1385/488/5530/2885/2534/6688/6772/23118/5594/5295/7186/4791/4689"
