"ID","Description","setSize","enrichmentScore","NES","pvalue","p.adjust","qvalue","rank","leading_edge","core_enrichment"
"hsa03082","ATP-dependent chromatin remodeling",16,0.740461876165936,2.10182748892663,5.03484308917377e-05,0.00714947718662676,0.00572382161716598,94,"tags=44%, list=7%, signal=41%","6601/283899/29844/7528/9031/71/54556"
"hsa04620","Toll-like receptor signaling pathway",13,-0.766983030532086,-2.05720139615696,0.000119628256643371,0.00849360622167931,0.00679992195657054,163,"tags=62%, list=13%, signal=54%","6773/7096/929/3551/23118/841/5295/1326"
"hsa04621","NOD-like receptor signaling pathway",20,-0.671078688773961,-1.99071298283077,0.000211437466708591,0.00875843107071594,0.00701193888537674,267,"tags=65%, list=21%, signal=52%","10135/5594/7205/7186/6773/11345/9474/55914/5585/10010/3551/23118/841"
"hsa04810","Regulation of actin cytoskeleton",23,-0.631206309549284,-1.9828447218291,0.000350017037257499,0.00875843107071594,0.00701193888537674,267,"tags=52%, list=21%, signal=42%","5594/998/54434/221178/51571/10788/81/5058/5295/5062/6093/4659"
"hsa05417","Lipid and atherosclerosis",23,-0.630363511298515,-1.98019719115993,0.000372310823618768,0.00875843107071594,0.00701193888537674,277,"tags=61%, list=22%, signal=49%","808/5594/998/839/7186/5170/581/929/10010/3551/23118/841/5295/4689"
"hsa05130","Pathogenic Escherichia coli infection",26,-0.612861895218599,-1.96926477696165,0.000431753644331067,0.00875843107071594,0.00701193888537674,267,"tags=54%, list=21%, signal=44%","5594/998/10427/7186/581/4690/7277/3551/5058/7456/23118/841/5062/6093"
"hsa05162","Measles",18,-0.672733669276928,-1.95444645302097,0.000262388628884113,0.00875843107071594,0.00701193888537674,191,"tags=44%, list=15%, signal=38%","581/6773/3551/5610/23118/841/5295/6776"
"hsa04217","Necroptosis",17,-0.655659539831749,-1.85653690406936,0.00130311908561745,0.0231303637697098,0.0185180080587743,197,"tags=47%, list=15%, signal=40%","7186/581/6773/27183/5610/841/6776/3146"
"hsa03083","Polycomb repressive complex",12,0.706963895274479,1.8496912179947,0.00219884546776677,0.0300321864223277,0.0240435591817005,152,"tags=42%, list=12%, signal=37%","84108/83746/7528/10238/121536"
"hsa04146","Peroxisome",10,-0.745652603490228,-1.84183908274744,0.00222391153488687,0.0300321864223277,0.0240435591817005,85,"tags=70%, list=7%, signal=66%","2053/847/3417/5264/51/5830/5827"
"hsa05135","Yersinia infection",19,-0.605601434912045,-1.77896872145245,0.00236286238590516,0.0300321864223277,0.0240435591817005,299,"tags=53%, list=23%, signal=41%","2185/5594/998/7186/5585/3551/7456/23118/5295/6093"
"hsa04660","T cell receptor signaling pathway",19,-0.602280373146733,-1.76921302296512,0.00269255791477373,0.0300321864223277,0.0240435591817005,350,"tags=68%, list=27%, signal=51%","917/10125/2534/5594/998/5170/5516/4690/3551/5058/5295/5062/1326"
"hsa04650","Natural killer cell mediated cytotoxicity",18,-0.605936966600571,-1.76038662729585,0.00274942551753704,0.0300321864223277,0.0240435591817005,336,"tags=61%, list=26%, signal=46%","3805/2534/2185/5594/5579/4068/3802/3804/5058/5295/3824"
"hsa05169","Epstein-Barr virus infection",28,-0.530280691063145,-1.74076656806631,0.0042336700441333,0.0429415104476378,0.0343786740425862,197,"tags=39%, list=15%, signal=34%","7186/581/6773/3112/567/3551/5610/23118/841/5295/930"
"hsa04662","B cell receptor signaling pathway",13,-0.661897645631364,-1.77534144368384,0.00502359622012956,0.0475567108838932,0.0380735713525609,316,"tags=69%, list=25%, signal=53%","11027/5594/973/3635/5579/3551/27071/5295/930"
