"ID","Description","setSize","enrichmentScore","NES","pvalue","p.adjust","qvalue","rank","leading_edge","core_enrichment"
"hsa01100","Metabolic pathways",112,0.646610523816679,2.66995315331404,1e-10,1.42e-08,1.08421052631579e-08,354,"tags=64%, list=28%, signal=51%","9296/3417/4548/10554/25902/60481/1738/57704/6319/27232/847/56913/10555/1606/29956/126792/4124/8801/84706/126328/8802/55312/10728/3418/8875/22908/51727/9061/138199/7167/51/7841/2053/9791/549/3423/10327/37/2990/1337/26/27034/5150/5315/4729/51170/253782/29926/9588/54480/23530/1633/5743/204/51079/55256/84532/79586/5140/262/10606/64781/54344/7384/8613/4967/18/94005/50484/7388/51005/4713"
"hsa03082","ATP-dependent chromatin remodeling",16,-0.776758430190476,-2.39839595937444,5.05763059266927e-06,0.000257658776336756,0.00019672982922673,264,"tags=100%, list=21%, signal=80%","71/54556/10933/7528/29844/1108/283899/9219/9274/6601/9031/8467/55766/8932/5928"
"hsa03013","Nucleocytoplasmic transport",18,-0.744148417373177,-2.373631206533,5.44349527472021e-06,0.000257658776336756,0.00019672982922673,230,"tags=67%, list=18%, signal=56%","53371/8021/7341/23511/10482/51808/22916/22985/57187/10762/79228/23633"
"hsa03040","Spliceosome",30,-0.639025677159613,-2.37521963255159,8.58053903310778e-06,0.000304609135675326,0.000232577768528974,279,"tags=50%, list=22%, signal=40%","9416/9343/6426/988/23451/6625/83443/22916/22985/7307/6631/79753/51690/57187/79228"
"hsa04110","Cell cycle",21,-0.708403357798233,-2.37056781607006,1.4206771922652e-05,0.000403472322603315,0.000308062633270137,244,"tags=62%, list=19%, signal=51%","9212/4089/8556/5516/4176/4173/246184/8243/4171/5885/113130/5934/902"
"hsa01200","Carbon metabolism",16,0.73722129932695,2.08298857345485,7.34552718837166e-05,0.00173844143458129,0.00132734964982856,207,"tags=69%, list=16%, signal=58%","3417/1738/847/4200/8801/84706/8802/3418/7167/51/5315"
"hsa03015","mRNA surveillance pathway",14,-0.749876431742545,-2.24700064179273,0.000138695037560888,0.00281352790480658,0.00214820885244684,204,"tags=57%, list=16%, signal=49%","5523/5516/26986/11051/10482/22916/22985/8106"
"hsa04146","Peroxisome",10,0.79985224733742,1.95011014767222,0.000354730490105067,0.00629646619936494,0.00480753164221341,165,"tags=80%, list=13%, signal=70%","3417/215/5830/5264/847/3418/51/2053"
"hsa04210","Apoptosis",20,-0.641453767542182,-2.12368721064551,0.000424410168780046,0.00669624932964072,0.00511277747185318,329,"tags=75%, list=26%, signal=57%","581/4170/60/71/3551/841/8737/5594/1616/7186/84823/637/5366/839/55367"
"hsa05164","Influenza A",21,-0.635151409676285,-2.12544092787739,0.000491310518517412,0.00697660936294725,0.00532684035866247,329,"tags=76%, list=26%, signal=58%","581/60/5610/71/3551/841/103/5594/10482/6773/3665/5371/6772/637/8106/23633"
"hsa04622","RIG-I-like receptor signaling pathway",11,-0.733168764628734,-1.99498639668923,0.00118715353656227,0.0132284716896436,0.0101003156711141,307,"tags=82%, list=24%, signal=63%","57169/9636/3551/841/103/8737/3665/7186/10010"
"hsa05160","Hepatitis C",22,-0.58230653283124,-1.97258746238081,0.00121947091817519,0.0132284716896436,0.0101003156711141,274,"tags=50%, list=21%, signal=40%","5610/3551/5516/841/8737/5594/6773/3665/6772/7186/637"
"hsa05168","Herpes simplex virus 1 infection",24,-0.560188363675954,-1.96832032367203,0.00130421551869725,0.0132284716896436,0.0101003156711141,274,"tags=62%, list=21%, signal=50%","5610/6009/3551/6426/841/23118/10482/6773/1616/5452/3665/5371/6772/7186/637"
"hsa04148","Efferocytosis",15,0.681126154537687,1.88898241025737,0.00109986898894584,0.0132284716896436,0.0101003156711141,280,"tags=73%, list=22%, signal=58%","811/102/488/2621/5868/5734/27072/23200/57617/5743/23166"
"hsa05161","Hepatitis B",22,-0.577399328555791,-1.95596410495078,0.00144410748768202,0.0136708842167231,0.0104381102618419,229,"tags=45%, list=18%, signal=38%","3551/4089/841/23118/5594/6773/3665/6772/637/6776"
"hsa04217","Necroptosis",17,-0.633186308055435,-1.98082540164751,0.00168622181835829,0.0149652186379299,0.0114263715322963,183,"tags=71%, list=14%, signal=61%","581/5119/5610/841/8737/3146/6773/6772/7186/637/55766/6776"
"hsa04620","Toll-like receptor signaling pathway",13,-0.670564391886185,-1.95495451769835,0.00269490532132641,0.0223811716828088,0.0170886633308325,265,"tags=69%, list=21%, signal=56%","929/3551/841/8737/23118/5594/6773/3665/6772"
"hsa05131","Shigellosis",29,-0.502985668448072,-1.85857805932053,0.00283704993162366,0.0223811716828088,0.0170886633308325,396,"tags=66%, list=31%, signal=46%","5295/10092/6093/10096/6199/581/60/8678/929/71/3551/23157/8737/23118/5594/831/7307/7336/7186"
"hsa04380","Osteoclast differentiation",20,-0.578933088194068,-1.9166974417005,0.00349470547975154,0.0248124089062359,0.0189449823376005,157,"tags=50%, list=12%, signal=45%","3551/23118/5594/2212/6773/4791/6772/2214/7186/2534"
"hsa04080","Neuroactive ligand-receptor interaction",10,0.726372000156645,1.77095884046805,0.00348532902160238,0.0248124089062359,0.0189449823376005,213,"tags=60%, list=17%, signal=50%","551/3953/135/10857/5734/53829"
"hsa01240","Biosynthesis of cofactors",13,0.686772792373183,1.80605084018746,0.00415262704704641,0.0280796686038376,0.021439628363197,239,"tags=62%, list=19%, signal=51%","25902/1738/55312/51727/10327/2990/29926/204"
"hsa04081","Hormone signaling",12,0.685543656452034,1.76703886151718,0.00459139343278251,0.0296353576115962,0.0226274413194545,122,"tags=58%, list=10%, signal=53%","551/54331/3953/30061/10672/2790/2793"
"hsa05203","Viral carcinogenesis",27,-0.490339467575825,-1.77546239611224,0.00496740488944464,0.0306683258391799,0.0234161420417756,183,"tags=37%, list=14%, signal=32%","841/1108/5594/4791/8364/3665/7186/5934/5366/6776"
"hsa05162","Measles",18,-0.559039041610734,-1.7831826069343,0.00625596918449983,0.037014484341624,0.0282616151755913,274,"tags=61%, list=21%, signal=49%","5610/3551/841/103/23118/6773/3665/3561/6772/637/6776"
"hsa05169","Epstein-Barr virus infection",28,-0.477046460525761,-1.74354383772191,0.00753164184560751,0.0427797256830507,0.0326635414777926,329,"tags=57%, list=26%, signal=43%","581/6502/9636/5610/9612/3551/841/8737/23118/6773/4791/3665/6772/7186/637/79685"
