"ID","Description","setSize","enrichmentScore","NES","pvalue","p.adjust","qvalue","rank","leading_edge","core_enrichment"
"hsa05164","Influenza A",21,0.597603671275908,3.52042654905917,1.4168304665987e-07,2.01189926257015e-05,9.99238329074872e-06,449,"tags=95%, list=35%, signal=63%","5295/60/5594/10482/71/6773/5579/6772/5610/23633/637/5371/8766/841/9641/3551/8106/3665/581/103"
"hsa05165","Human papillomavirus infection",32,0.451851814899137,3.38765412190047,1.78178843378777e-06,4.21689929329772e-05,2.0943828958558e-05,444,"tags=84%, list=35%, signal=57%","2885/1499/5295/1385/5594/5516/3845/6773/998/1027/3688/6772/5610/5315/5934/9636/1452/841/3659/6199/5734/9641/3551/9296/1108/6009/581"
"hsa05161","Hepatitis B",22,0.536393287371084,3.23957769434786,6.29852423979294e-07,4.21689929329772e-05,2.0943828958558e-05,444,"tags=91%, list=35%, signal=61%","2885/4609/5295/1385/5594/10971/3845/6773/5579/6772/6776/4089/637/2185/841/23118/9641/3551/3665/581"
"hsa05160","Hepatitis C",22,0.531632655805491,3.21082558988644,9.24208321158709e-07,4.21689929329772e-05,2.0943828958558e-05,444,"tags=91%, list=35%, signal=61%","2885/1499/4609/5295/5594/10971/5516/3845/6773/7531/8737/7186/6772/5610/637/841/9641/3551/3665/581"
"hsa04012","ErbB signaling pathway",14,0.648818897637795,3.06948764709378,1.29477445692057e-06,4.21689929329772e-05,2.0943828958558e-05,460,"tags=100%, list=36%, signal=65%","2885/4609/5295/5594/3845/5579/1027/6464/6776/3084/5058/6199/5062/4690"
"hsa04935","Growth hormone synthesis, secretion and action",10,0.751950170648448,2.93729657245932,1.66207695550929e-06,4.21689929329772e-05,2.0943828958558e-05,119,"tags=90%, list=9%, signal=82%","2885/5295/1385/5594/3845/5579/6464/6772/6776"
"hsa04510","Focal adhesion",20,0.548115189859029,3.16550698983815,2.08692335773844e-06,4.23347309712655e-05,2.10261451080414e-05,411,"tags=90%, list=32%, signal=62%","2885/1499/5295/60/5594/2534/71/998/5579/3688/6464/5500/5170/5058/5908/81/5062/4659"
"hsa05225","Hepatocellular carcinoma",17,0.580227273731782,3.01335627338217,4.47460634792943e-06,7.94242626757473e-05,3.94471875409568e-05,343,"tags=88%, list=27%, signal=66%","2885/1499/4609/5295/60/5594/3845/71/5579/6464/4089/4259/1452/6601/6199"
"hsa05205","Proteoglycans in cancer",19,0.527845913396576,2.95722086928407,8.69241233706475e-06,0.000137146950207022,6.81159797173495e-05,411,"tags=89%, list=32%, signal=62%","2885/1499/4609/5295/60/5594/3845/71/998/5579/3688/5500/5170/3091/5058/6199/4659"
"hsa05171","Coronavirus disease - COVID-19",20,0.51119094355782,2.95225991709958,1.24414432568543e-05,0.000172683443371699,8.5765683513001e-05,484,"tags=90%, list=38%, signal=57%","5295/5594/6773/5579/6772/5610/9636/4736/2212/6203/23118/6176/9641/3551/6201/103/2197/6189"
"hsa04933","AGE-RAGE signaling pathway in diabetic complications",11,0.666424966568568,2.77214008418815,1.33768864583711e-05,0.000172683443371699,8.5765683513001e-05,130,"tags=82%, list=10%, signal=74%","5295/5594/3845/998/5579/1027/6772/6776/4089"
"hsa05162","Measles",18,0.525989290642604,2.87224184157379,2.19162099840664e-05,0.000259341818144786,0.00012880579552039,449,"tags=89%, list=35%, signal=59%","5295/6773/1027/9367/6772/5610/6776/4179/637/841/23118/9641/3551/3665/581/103"
"hsa05203","Viral carcinogenesis",27,0.429703845371863,2.89680039796555,2.43632795148656e-05,0.000266121976239302,0.000132173257287125,492,"tags=85%, list=38%, signal=54%","2885/5295/8364/1385/5594/10971/3845/998/1027/7531/7186/5610/5315/22938/6776/5934/841/81/1108/3665/581/4791/55697"
"hsa05130","Pathogenic Escherichia coli infection",26,0.404465242487742,2.67310621393616,3.01245260103678e-05,0.000305548763819444,0.000151755131029672,460,"tags=81%, list=36%, signal=53%","60/7277/5594/2597/2534/71/998/8737/3688/7186/10672/2212/10096/841/5058/23118/3551/5062/7456/581/4690"
"hsa05169","Epstein-Barr virus infection",28,0.415925530948298,2.84142556237884,5.27001015303937e-05,0.000467713401082244,0.000232296500166867,585,"tags=89%, list=46%, signal=50%","4609/5295/567/6773/11047/9612/1027/8737/5706/7186/6772/811/5610/22938/637/9636/841/23118/9641/3551/3665/581/4791/6502/79685"
"hsa05168","Herpes simplex virus 1 infection",24,0.448177937711449,2.78965512433933,5.22219644689011e-05,0.000467713401082244,0.000232296500166867,444,"tags=83%, list=35%, signal=56%","5295/10482/567/6773/7186/6772/811/5610/5500/637/5371/29990/841/23118/6426/9641/3551/6009/3665/581"
"hsa04517","IgSF CAM signaling",25,0.429950368855323,2.77571790141943,6.87824007536605e-05,0.000525316720012643,0.000260906006233114,469,"tags=84%, list=37%, signal=54%","2885/1499/5295/60/7277/5594/2534/71/998/5579/3688/5170/10096/4155/5058/5908/81/51735/5062/4690/3635"
"hsa05207","Chemical carcinogenesis - receptor activation",16,0.528837163870866,2.68841093855721,6.62496151493102e-05,0.000525316720012643,0.000260906006233114,379,"tags=88%, list=30%, signal=62%","2885/4609/5295/1385/5594/3845/5579/10728/6776/23633/4259/6197/6199/9641"
"hsa05224","Breast cancer",11,0.622937941869599,2.59124631466026,7.02888569031001e-05,0.000525316720012643,0.000260906006233114,491,"tags=100%, list=38%, signal=62%","2885/1499/4609/5295/5594/3845/6464/1452/6199/581/4791"
"hsa04150","mTOR signaling pathway",15,0.513626325936043,2.49330524248152,0.000180741163076613,0.00128326225784395,0.000637350417164897,423,"tags=87%, list=33%, signal=59%","2885/5295/5594/3845/5579/5170/6520/1977/6197/6199/3551/9296/6009"
"hsa05221","Acute myeloid leukemia",11,0.582522170088381,2.42312809189168,0.000247831629031182,0.00167581387249656,0.000832316749127278,382,"tags=91%, list=30%, signal=64%","2885/4609/5295/5594/3845/6688/6776/5371/6199/3551"
"hsa05226","Gastric cancer",13,0.547745847033063,2.51829367365721,0.00034079143237021,0.00219965379075317,0.00109248928080402,444,"tags=92%, list=35%, signal=61%","2885/1499/4609/5295/5594/3845/1027/6464/4089/1452/6199/581"
"hsa04217","Necroptosis",17,0.472102625098075,2.45182098709324,0.000425540532741541,0.00255871716212626,0.00127082320135255,168,"tags=65%, list=13%, signal=57%","6773/8737/7186/2495/55766/6772/5610/6776/25978/5119/637"
"hsa04722","Neurotrophin signaling pathway",15,0.480184506492124,2.33096803442333,0.000432459238669227,0.00255871716212626,0.00127082320135255,444,"tags=87%, list=35%, signal=57%","2885/5295/5594/3845/998/7531/6464/5170/5908/6197/3551/808/581"
"hsa04390","Hippo signaling pathway",12,0.544973309979633,2.37260030483187,0.00053264631426266,0.00302543106501191,0.0015026232865515,139,"tags=75%, list=11%, signal=68%","1499/4609/60/10971/5516/71/7531/4089/5500"
"hsa04613","Neutrophil extracellular trap formation",12,0.529975067419722,2.30730383210935,0.000751387031336417,0.00399836739301557,0.00198584592536726,331,"tags=83%, list=26%, signal=62%","5295/8364/60/5594/71/5579/55766/4689/2212/2215"
"hsa04625","C-type lectin receptor signaling pathway",14,0.475590551181102,2.24996424617068,0.000760252955010003,0.00399836739301557,0.00198584592536726,680,"tags=100%, list=53%, signal=48%","5295/5594/3845/6773/6772/841/3659/5058/9641/3551/808/4791/5530/5743"
"hsa04380","Osteoclast differentiation",20,0.395056743013141,2.28155487118031,0.000867001212861781,0.00435577465496404,0.00216335731566042,382,"tags=75%, list=30%, signal=54%","2885/5295/1385/5594/2534/6773/6688/7186/6772/11027/4689/2212/23118/2215/3551"
"hsa04931","Insulin resistance",10,0.569863287484815,2.22602181159968,0.000889559612633502,0.00435577465496404,0.00216335731566042,382,"tags=90%, list=30%, signal=64%","5295/1385/5579/5500/5170/6197/6199/51422/3551"
"hsa05220","Chronic myeloid leukemia",14,0.445339213193479,2.10684864241879,0.00182549677680677,0.00864068474355203,0.00429151873845801,130,"tags=64%, list=10%, signal=58%","2885/4609/5295/5594/3845/1027/6464/6776/4089"
"hsa04620","Toll-like receptor signaling pathway",13,0.483405605503333,2.22248563771583,0.0021887632218712,0.00914130522075619,0.00454015900511983,429,"tags=85%, list=33%, signal=57%","5295/5594/6773/8737/6772/841/7096/23118/9641/3551/3665"
"hsa05135","Yersinia infection",19,0.395009835529575,2.21301576758234,0.00204238748296203,0.00914130522075619,0.00454015900511983,427,"tags=79%, list=33%, signal=53%","5295/60/5594/71/998/3688/7186/2533/2185/2212/10096/6197/23118/3551/7456"
"hsa05215","Prostate cancer",12,0.499056658092067,2.17269718981626,0.00212495088304114,0.00914130522075619,0.00454015900511983,65,"tags=67%, list=5%, signal=64%","2885/1499/5295/1385/5594/3845/1027/2119"
"hsa04068","FoxO signaling pathway",15,0.429682300265952,2.08581429291461,0.00208237390894929,0.00914130522075619,0.00454015900511983,382,"tags=80%, list=30%, signal=57%","2885/5295/5594/3845/1027/11345/847/4089/5934/5170/51422/3551"
"hsa04910","Insulin signaling pathway",17,0.420103357255674,2.18176763548775,0.00245362111950064,0.00967817219358585,0.00480680160837844,442,"tags=82%, list=34%, signal=55%","2885/5295/5594/3845/6464/5500/5573/5170/1977/6199/51422/3551/6009/808"
"hsa05212","Pancreatic cancer",10,0.526570243971895,2.05690886597434,0.00240626769049406,0.00967817219358585,0.00480680160837844,444,"tags=90%, list=35%, signal=59%","5295/5594/3845/998/6772/4089/6199/3551/581"
"hsa05208","Chemical carcinogenesis - reactive oxygen species",26,0.301887887687491,1.99517363599902,0.00265390670984797,0.0101852635891462,0.0050586557485011,527,"tags=77%, list=41%, signal=46%","2885/5295/4713/5594/3845/847/10327/5170/4259/4731/3091/1337/7388/513/3551/27089/1347/25865/51079/1329"
"hsa05211","Renal cell carcinoma",12,0.483010875399038,2.10284013771554,0.00308902588347532,0.0110903035814055,0.00550815670833335,392,"tags=83%, list=31%, signal=58%","2885/5295/5594/3845/998/2113/3091/5058/5908/5062"
"hsa04210","Apoptosis",20,0.363141650260781,2.09723695578937,0.00312402917786071,0.0110903035814055,0.00550815670833335,266,"tags=65%, list=21%, signal=52%","5295/60/7277/5594/3845/71/8737/7186/84823/637/4170/5170/841"
"hsa04666","Fc gamma R-mediated phagocytosis",16,0.410520283387714,2.086932038363,0.00307112286476613,0.0110903035814055,0.00550815670833335,469,"tags=81%, list=37%, signal=52%","5295/5594/998/5579/8613/2212/10096/5058/2215/6199/1785/50807/3635"
"hsa04921","Oxytocin signaling pathway",12,0.474842767295597,2.06727939479247,0.0036262352398606,0.0125591561965904,0.00623768321105675,680,"tags=100%, list=53%, signal=47%","60/5594/3845/71/5579/5500/51422/4659/808/5530/6093/5743"
"hsa05222","Small cell lung cancer",11,0.474469756480754,1.97366049691651,0.00452629807350992,0.0153031982485336,0.00760055064975351,680,"tags=100%, list=53%, signal=47%","4609/5295/1027/3688/7186/4149/1164/3551/581/6502/5743"
"hsa05170","Human immunodeficiency virus 1 infection",27,0.307064682018003,2.07004219918289,0.0047218371856275,0.0155930437292815,0.00774450652232662,444,"tags=70%, list=35%, signal=47%","5295/5594/567/3845/5579/8737/7186/811/637/2185/841/8451/5058/23118/6199/3551/5062/808/581"
"hsa04670","Leukocyte transendothelial migration",16,0.393658666458787,2.00121386556727,0.00543780780448526,0.0175492888235661,0.00871610341867254,681,"tags=94%, list=53%, signal=45%","1499/5295/60/71/998/5579/3688/2185/4689/5908/81/50848/6093/9080/6494"
"hsa05100","Bacterial invasion of epithelial cells",13,0.442958300550747,2.03652677973396,0.00561650196316133,0.0177231839726424,0.00880247091302478,721,"tags=100%, list=56%, signal=44%","1499/5295/60/71/998/3688/6464/1213/10096/1785/23157/4735/10092"
"hsa01521","EGFR tyrosine kinase inhibitor resistance",13,0.440510630891488,2.02527347484538,0.00606135940419499,0.0187111529433845,0.00929315972725548,444,"tags=85%, list=35%, signal=56%","2885/5295/5594/3845/5579/6464/3084/1977/6199/2621/581"
"hsa05231","Choline metabolism in cancer",14,0.387687898431559,1.83410689715721,0.00977771268243946,0.0295411744873703,0.0146720436668185,423,"tags=79%, list=33%, signal=53%","2885/5295/5594/3845/5579/8613/5170/1120/3091/6199/6009"
"hsa04071","Sphingolipid signaling pathway",16,0.372453197761474,1.89341317019668,0.0101365278267492,0.029987228154133,0.0148935825524604,206,"tags=62%, list=16%, signal=53%","5295/5594/2534/5516/3845/5579/7186/637/10672/5170"
"hsa04714","Thermogenesis",28,0.284821645955582,1.94577982191145,0.0112102308624302,0.0324867914788794,0.0161350261607481,527,"tags=75%, list=41%, signal=45%","2885/4713/1385/60/3845/71/521/6601/4731/1337/6197/7388/513/6199/51422/27089/6009/1347/2180/51079/1329"
"hsa05200","Pathways in cancer",49,0.214348268999072,1.91055904357837,0.0123830225864842,0.0338782402093196,0.0168261089253107,847,"tags=90%, list=66%, signal=32%","2885/1499/4609/5295/5594/3845/6773/998/5579/1027/3688/6688/7186/2113/6772/6776/4089/637/5371/4149/10672/4259/1164/841/3091/6199/5734/3551/808/581/4791/112398/6502/54331/3561/6093/5743/5366/2793/613/1488/7043/83593/2790"
"hsa04218","Cellular senescence",16,0.365930599369085,1.86025471223665,0.0124061161329903,0.0338782402093196,0.0168261089253107,820,"tags=100%, list=64%, signal=37%","4609/5295/5594/3845/5928/2113/5934/5500/677/6009/808/3805/5530/678/7043/83593"
"hsa04657","IL-17 signaling pathway",12,0.41162196424872,1.79204078432484,0.0120444157520238,0.0338782402093196,0.0168261089253107,384,"tags=75%, list=30%, signal=53%","5594/7186/6374/841/23118/6426/9641/3551/84818"
"hsa05163","Human cytomegalovirus infection",32,0.264070434057452,1.97980679707232,0.0127797618383882,0.0342401166236061,0.0170058399835553,444,"tags=69%, list=35%, signal=46%","2885/1499/4609/5295/1385/5594/567/3845/5579/8737/7186/811/637/2185/10672/841/6199/5734/3551/6009/808/581"
"hsa04066","HIF-1 signaling pathway",10,0.462661267834438,1.8072651742972,0.0140796119659911,0.0370241647994581,0.0183885770316063,343,"tags=80%, list=27%, signal=59%","5295/5594/2597/5579/1027/3091/1977/6199"
"hsa04919","Thyroid hormone signaling pathway",17,0.357500700116668,1.85664656972513,0.014672573935048,0.0378146095139962,0.0187811626199981,423,"tags=76%, list=33%, signal=52%","1499/4609/5295/60/5594/3845/71/5579/6772/5170/3091/476/6009"
