"ID","Description","setSize","enrichmentScore","NES","pvalue","p.adjust","qvalue","rank","leading_edge","core_enrichment"
"hsa05225","Hepatocellular carcinoma",17,0.790651685991282,2.33704350307451,1.60419267692803e-06,0.00022779536012378,0.000128335414154242,241,"tags=65%, list=19%, signal=53%","4259/6199/1452/4089/6601/7043/581/3845/1499/5594/6464"
"hsa04010","MAPK signaling pathway",31,0.648330969855644,2.26207619493424,7.22677606201259e-06,0.000271860106191798,0.000153160623206646,257,"tags=58%, list=20%, signal=48%","6197/4149/4296/1845/5062/5494/5154/9344/10125/4763/7043/4791/3845/929/8986/5594/7186/8550"
"hsa05226","Gastric cancer",13,0.800156699957462,2.18105611834137,8.59813799250129e-06,0.000271860106191798,0.000153160623206646,241,"tags=77%, list=19%, signal=63%","6199/1452/4089/7043/581/3845/1499/1027/5594/6464"
"hsa05210","Colorectal cancer",11,0.824411701858271,2.13769719951196,8.53030258427642e-06,0.000271860106191798,0.000153160623206646,204,"tags=73%, list=16%, signal=62%","6199/4089/7043/581/5366/3845/1499/5594"
"hsa05200","Pathways in cancer",49,0.553245744200133,2.13088676560959,9.5725389504154e-06,0.000271860106191798,0.000153160623206646,284,"tags=53%, list=22%, signal=43%","6772/4149/4259/3091/6199/5154/4089/10125/6502/5743/7043/581/5366/4791/3845/637/54331/1499/1027/5594/5734/7186/6773/1164/2113/5371"
"hsa05161","Hepatitis B",22,0.673230245105781,2.14528587172939,5.66140035275928e-05,0.00114845550013117,0.000647017183172489,313,"tags=59%, list=24%, signal=45%","6772/2185/4089/7043/581/3845/637/1385/9641/5594/6773/3551/64764"
"hsa05224","Breast cancer",11,0.794390290387362,2.05985176490434,5.32044176996465e-05,0.00114845550013117,0.000647017183172489,241,"tags=73%, list=19%, signal=60%","6199/1452/581/4791/3845/1499/5594/6464"
"hsa04150","mTOR signaling pathway",15,0.732570124081707,2.11427325596526,0.000115112818425493,0.00197462835809502,0.00111246668061691,204,"tags=53%, list=16%, signal=45%","6197/6199/1977/6502/5170/3845/6520/5594"
"hsa05165","Human papillomavirus infection",32,0.587155885416943,2.06281878822213,0.000139058335077114,0.00197462835809502,0.00111246668061691,313,"tags=62%, list=24%, signal=48%","6772/6199/5315/1452/5743/581/3845/5516/1499/1385/9636/1027/9641/5594/5934/5734/6773/5523/3551/64764"
"hsa05203","Viral carcinogenesis",27,0.607854111156169,2.02764742167517,0.000125824988135943,0.00197462835809502,0.00111246668061691,267,"tags=48%, list=21%, signal=39%","5315/6502/581/5366/4791/3845/1385/1027/5594/5934/55697/7186/7531"
"hsa04144","Endocytosis",31,-0.562747399807425,-1.99579798100639,0.000241269385588827,0.00285502106280111,0.00160846257059218,423,"tags=61%, list=33%, signal=42%","60682/10565/80223/161/57132/50807/253725/829/8729/9559/23527/7456/57403/118813/1213/30011/8766/137492/27183"
"hsa04933","AGE-RAGE signaling pathway in diabetic complications",11,0.761920896462722,1.97565871875265,0.000226060605978619,0.00285502106280111,0.00160846257059218,204,"tags=64%, list=16%, signal=54%","6772/4089/7043/581/3845/1027/5594"
"hsa05212","Pancreatic cancer",10,0.776148741773358,1.92513461734607,0.000371336759740025,0.00405613999100643,0.00228514929070785,204,"tags=70%, list=16%, signal=59%","6772/6199/4089/7043/581/3845/5594"
"hsa05160","Hepatitis C",22,0.626647611385102,1.99684770111034,0.000503430233106981,0.00510622093579938,0.00287674418918275,310,"tags=59%, list=24%, signal=46%","6772/581/3845/637/5516/1499/8737/9641/5594/7186/6773/7531/3551"
"hsa04936","Alcoholic liver disease",14,0.712460615673731,2.00502851852468,0.000616297161457791,0.00583427979513375,0.00328691819444155,310,"tags=79%, list=24%, signal=60%","51/79602/84818/929/51422/1499/6319/8737/9641/37/3551"
"hsa04919","Thyroid hormone signaling pathway",17,0.675858905460478,1.99773388457541,0.000691268126223493,0.0061350046202335,0.00345634063111747,227,"tags=47%, list=18%, signal=39%","6772/3091/90390/5170/3845/1499/5594/488"
"hsa04714","Thermogenesis",28,0.57141092832631,1.92017812124627,0.00077742762091257,0.00613945901895575,0.00345885015152437,209,"tags=43%, list=16%, signal=37%","6197/55818/1337/6199/4731/6601/3845/51422/1385/2180/1329/6392"
