feature,importance
Feature_140,0.019245436965926788
Feature_15,0.009379362872322538
Feature_199,0.006282681384530948
Feature_95,0.00540446403158085
Feature_58,0.004740576563332851
Feature_31,0.0033100495125776876
Feature_4,0.0014899292648592865
Feature_27,0.0013071768897319476
Feature_165,0.0012717789675626443
Feature_53,0.0008290643105472252
Feature_79,0.0008287709669348529
Feature_186,0.0005598783803201041
Feature_96,0.0005327737038392272
Feature_57,0.0004964920842460189
Feature_68,0.0004897098279025645
Feature_49,0.00048595776404136807
Feature_91,0.00047533745142697907
Feature_72,0.00046755450244029257
Feature_143,0.00041994335537275297
Feature_168,0.0004153442811223015
Feature_116,0.00036843877985789637
Feature_107,0.0002942509223035752
Feature_158,0.0002827423651702622
Feature_12,0.0002826864017411651
Feature_77,0.0002799636022466808
Feature_17,0.00026310324604940204
Feature_194,0.00022395352750998235
Feature_56,0.00019472920425801234
Feature_184,0.0001902133815094325
Feature_150,0.00018489780101767927
Feature_198,0.00016660507685551531
Feature_45,0.00015478926927715554
Feature_11,0.00015149342546582514
Feature_112,0.00015140559902123647
Feature_41,0.0001498566832084969
Feature_7,0.00014608197928481974
Feature_29,0.00014468143484498139
Feature_76,0.00014028317075746204
Feature_94,0.00013089168750978871
Feature_10,0.00012290147589636
Feature_123,0.0001184820084371104
Feature_42,0.00011257813121104148
Feature_51,0.00010318849629892915
Feature_138,8.583975522065738e-05
Feature_32,7.043072403078994e-05
Feature_135,6.635760353742052e-05
Feature_64,6.302886597258564e-05
Feature_161,5.974406664413355e-05
Feature_162,4.519866899491471e-05
Feature_34,4.04557368582043e-05
