feature,importance
Feature_83,0.012818348099237974
Feature_28,0.012231463976143529
Feature_87,0.010279617232017355
Feature_29,0.008820693672334769
Feature_25,0.008113920344476708
Feature_61,0.0076988735438903045
Feature_22,0.007553776819053951
Feature_43,0.007521960942537153
Feature_60,0.007452671340578301
Feature_8,0.006602893134931039
Feature_46,0.005961294219262381
Feature_63,0.0059068998788938685
Feature_99,0.005674815510360871
Feature_21,0.005673554411783115
Feature_76,0.0052493926343674105
Feature_74,0.0051416175222457885
Feature_299,0.004994480689073683
Feature_11,0.004892641744978291
Feature_44,0.00461086407668357
Feature_88,0.004445761298711953
Feature_1,0.004362509062340542
Feature_177,0.004183812954372815
Feature_3,0.004146994137687549
Feature_95,0.003992642384743024
Feature_82,0.003960736405133868
Feature_265,0.00395960962704521
Feature_93,0.0038412547801870496
Feature_216,0.0037052161202027014
Feature_20,0.003558219244509471
Feature_240,0.003545784964494866
Feature_27,0.0034814024463591725
Feature_90,0.003380738576581243
Feature_0,0.0032914494148459515
Feature_69,0.0032416369980286953
Feature_157,0.0032186388068251182
Feature_239,0.003151922637972685
Feature_32,0.0030961163165508336
Feature_53,0.0030071418336777276
Feature_96,0.002991950204060016
Feature_77,0.002958297202030636
Feature_4,0.002956305868352761
Feature_68,0.002931853506433269
Feature_85,0.0029233345666953726
Feature_94,0.002908325741023817
Feature_40,0.0028754874205676453
Feature_269,0.002817374026984054
Feature_71,0.0028140821407407926
Feature_104,0.002810333014401278
Feature_6,0.002805120209460066
Feature_49,0.002767429378317231
