model,input,normalization,version,balanced_accuracy,precision,recall,f1,mcc,auroc,auprc,brier
pytorch_mlp,Complex_protein_embeddings,none,v2.11,0.5,0.7755102040816326,1.0,0.8735632183908046,0.0,0.6004784688995215,0.8429231287054441,0.1922939497800202
pytorch_mlp,Complex_sample_embeddings,none,v2.11,0.5,0.7755102040816326,1.0,0.8735632183908046,0.0,0.7177033492822966,0.8556621990288132,0.15606186478317655
pytorch_mlp,concatenated_protein_embeddings,none,v2.11,0.5,0.7755102040816326,1.0,0.8735632183908046,0.0,0.5,0.7755102040816326,0.22448979591836735
pytorch_mlp,concatenated_sample_embeddings,none,v2.11,0.5,0.0,0.0,0.0,0.0,0.5,0.7755102040816326,0.7755102040816326
pytorch_mlp,RGCN_protein_embeddings,none,v2.11,0.5,0.0,0.0,0.0,0.0,0.5,0.7755102040816326,0.7755102040816326
pytorch_mlp,RGCN_sample_embeddings,none,v2.11,0.5,0.0,0.0,0.0,0.0,0.5,0.7755102040816326,0.7755102040816326
random_forest,Complex_protein_embeddings,none,v2.11,0.7727272727272727,0.8837209302325582,1.0,0.9382716049382716,0.6942835143575484,0.9892344497607656,0.995728495382235,0.07552029515930724
random_forest,Complex_sample_embeddings,none,v2.11,0.5,0.7755102040816326,1.0,0.8735632183908046,0.0,0.49521531100478466,0.7837862146565561,0.18883558218343338
random_forest,concatenated_protein_embeddings,none,v2.11,0.7727272727272727,0.8837209302325582,1.0,0.9382716049382716,0.6942835143575484,0.9688995215311005,0.9898303878935981,0.07830680111280158
random_forest,concatenated_sample_embeddings,none,v2.11,0.5574162679425837,0.8,0.8421052631578947,0.8205128205128205,0.1237376449779492,0.6722488038277512,0.8243706154525069,0.18019132130636123
random_forest,GAT_sample_embeddings,none,v2.11,0.5909090909090909,0.8085106382978723,1.0,0.8941176470588236,0.38340831268502357,0.9712918660287082,0.9914632009659248,0.09811555182957968
random_forest,GraphSAGE_sample_embeddings,none,v2.11,0.5454545454545454,0.7916666666666666,1.0,0.8837209302325582,0.2682716849943299,0.6363636363636364,0.8718835723263795,0.16987472239944898
random_forest,RGCN_protein_embeddings,none,v2.11,0.6363636363636364,0.8260869565217391,1.0,0.9047619047619048,0.47465402419841235,0.9066985645933014,0.9537501120755874,0.09723928136093106
random_forest,RGCN_sample_embeddings,none,v2.11,0.5705741626794258,0.8048780487804879,0.868421052631579,0.8354430379746836,0.1593407837127196,0.7117224880382775,0.9074545122163898,0.18765700877011363
random_forest,weighted_RGCN_sample_embeddings,none,v2.11,0.49880382775119614,0.775,0.8157894736842105,0.7948717948717948,-0.002577867603707275,0.6555023923444976,0.8739089403666717,0.1858366483040995
sklearn_mlp,Complex_protein_embeddings,none,v2.11,0.8181818181818181,0.9047619047619048,1.0,0.95,0.7587869106393281,0.9665071770334928,0.9884846089162403,0.050702916218071464
sklearn_mlp,Complex_sample_embeddings,none,v2.11,0.49282296650717705,0.7727272727272727,0.8947368421052632,0.8292682926829268,-0.019785715912091228,0.6889952153110048,0.878483645913694,0.2226227990988413
sklearn_mlp,concatenated_protein_embeddings,none,v2.11,0.5,0.7755102040816326,1.0,0.8735632183908046,0.0,0.5,0.7755102040816326,0.22448979591836735
sklearn_mlp,concatenated_sample_embeddings,none,v2.11,0.5119617224880383,0.7804878048780488,0.8421052631578947,0.810126582278481,0.027006912493681288,0.5119617224880383,0.7797018679101936,0.30612244897959184
sklearn_mlp,GAT_sample_embeddings,none,v2.11,0.5,0.7755102040816326,1.0,0.8735632183908046,0.0,0.9234449760765551,0.9809237930778828,0.17310074032681963
sklearn_mlp,GraphSAGE_sample_embeddings,none,v2.11,0.5,0.7755102040816326,1.0,0.8735632183908046,0.0,0.5956937799043063,0.8548477638062274,0.16996785844463033
sklearn_mlp,RGCN_protein_embeddings,none,v2.11,0.5,0.7755102040816326,1.0,0.8735632183908046,0.0,0.5,0.7755102040816326,0.22448979591836735
sklearn_mlp,RGCN_sample_embeddings,none,v2.11,0.5227272727272727,0.7916666666666666,0.5,0.6129032258064516,0.03793934553196641,0.5227272727272727,0.7835884353741496,0.4897959183673469
sklearn_mlp,weighted_RGCN_sample_embeddings,none,v2.11,0.5,0.7755102040816326,1.0,0.8735632183908046,0.0,0.6315789473684211,0.8834397405274671,0.1747290634504312
svm,Complex_protein_embeddings,none,v2.11,0.5,0.7755102040816326,1.0,0.8735632183908046,0.0,0.9617224880382775,0.9875249181366049,0.06384472972805152
svm,Complex_sample_embeddings,none,v2.11,0.5,0.7755102040816326,1.0,0.8735632183908046,0.0,0.35885167464114825,0.7108082937507072,0.1799332193562235
svm,concatenated_protein_embeddings,none,v2.11,0.9282296650717703,0.972972972972973,0.9473684210526315,0.96,0.8310045481160808,0.9688995215311005,0.992234462124303,0.061392029873102605
svm,concatenated_sample_embeddings,none,v2.11,0.59688995215311,0.813953488372093,0.9210526315789473,0.8641975308641975,0.2466533537849185,0.729665071770335,0.9046635848424313,0.18368200348291142
svm,GAT_sample_embeddings,none,v2.11,0.5,0.7755102040816326,1.0,0.8735632183908046,0.0,0.9665071770334928,0.9908244864160004,0.08866776216072988
svm,GraphSAGE_sample_embeddings,none,v2.11,0.6100478468899522,0.8181818181818182,0.9473684210526315,0.8780487804878049,0.30338097731873215,0.6866028708133972,0.8901806327000483,0.16050712652439786
svm,RGCN_protein_embeddings,none,v2.11,0.9282296650717703,0.972972972972973,0.9473684210526315,0.96,0.8310045481160808,0.9688995215311005,0.992234462124303,0.06139203005232688
svm,RGCN_sample_embeddings,none,v2.11,0.59688995215311,0.813953488372093,0.9210526315789473,0.8641975308641975,0.2466533537849185,0.729665071770335,0.9046635848424313,0.18365384002435112
svm,weighted_RGCN_sample_embeddings,none,v2.11,0.4665071770334928,0.7619047619047619,0.8421052631578947,0.8,-0.07987230638308718,0.6387559808612441,0.877771600903723,0.17065986118033427
xgboost,Complex_protein_embeddings,none,v2.11,0.8181818181818181,0.9047619047619048,1.0,0.95,0.7587869106393281,0.9904306220095693,0.9972804521973497,0.050920791975085124
xgboost,Complex_sample_embeddings,none,v2.11,0.5,0.7755102040816326,1.0,0.8735632183908046,0.0,0.6004784688995215,0.8413595681525646,0.1954911065578846
xgboost,concatenated_protein_embeddings,none,v2.11,0.7727272727272727,0.8837209302325582,1.0,0.9382716049382716,0.6942835143575484,0.9784688995215312,0.993616380274575,0.07666242834401116
