feature,importance
Feature_82,0.019196287253071646
Feature_83,0.016289930134042244
Feature_43,0.014547323255593849
Feature_81,0.014225700504794103
Feature_61,0.011851715851290258
Feature_91,0.010071720681208892
Feature_99,0.009935725182977223
Feature_29,0.009770123308281595
Feature_1,0.009305562804541779
Feature_93,0.009280132289837206
Feature_28,0.009256613789398915
Feature_22,0.009032956676441923
Feature_21,0.008601009203585003
Feature_69,0.00848170530695864
Feature_63,0.00832180615669777
Feature_42,0.00801417069540312
Feature_90,0.007590847257252263
Feature_10,0.007407942608131315
Feature_60,0.006914248465988552
Feature_25,0.006784677211216217
Feature_57,0.006340523683031507
Feature_85,0.006336587991997641
Feature_72,0.006009131161172723
Feature_36,0.005738876489634626
Feature_46,0.0056395649310384335
Feature_6,0.005482374253353518
Feature_66,0.0054625612452845265
Feature_68,0.005394112967066123
Feature_11,0.0053183428838761496
Feature_24,0.0053011274032256864
Feature_70,0.005181378902749673
Feature_26,0.005041872540559604
Feature_96,0.005011162874580757
Feature_35,0.004996123983131194
Feature_4,0.00498647137800759
Feature_87,0.004918352407847214
Feature_19,0.00485435868397348
Feature_94,0.00479381053457771
Feature_71,0.004787648385206081
Feature_0,0.004638834490763827
Feature_14,0.004615733983726714
Feature_30,0.004583963754430281
Feature_88,0.004563653736014219
Feature_13,0.0045158483108699455
Feature_74,0.004509444349420503
Feature_78,0.004420066606920476
Feature_58,0.004250570146957983
Feature_51,0.004134434344399212
Feature_76,0.003906916572544252
Feature_38,0.0038557235151718827
