feature,mapped_feature,n_models,consensus_score,mean_importance,pct_models
Feature_73,Protein_KRAS; Protein_GRB2; Protein_SHC1,12,2.3470694844304316,0.32958421796829457,50.0
Feature_63,Protein_STAT1; Protein_FYN; Pathway_R-HSA-1295596,11,2.3109544644304,0.3650268699788999,45.833333333333336
Feature_83,Protein_NXF1; Protein_FYN; Protein_SHC1,7,2.2996366830358923,0.49506909888605993,29.166666666666668
Feature_8,Protein_KRAS; Protein_MYC; Protein_MAPK1,11,2.2432091477546026,0.3663864092660944,45.833333333333336
Feature_68,Protein_KRAS; Protein_GRB2; Protein_PIK3R1,16,2.1387039655624087,0.23484272066986853,66.66666666666667
Feature_4,Protein_KRAS; Protein_GRB2; Protein_PIK3R1,10,1.8378795295616293,0.36074483234156174,41.666666666666664
Feature_31,Protein_KRAS; Protein_ITM2B; Protein_BARD1,8,1.801986901986902,0.4837704191017574,33.333333333333336
Feature_95,Protein_KRAS; Protein_GRB2; Protein_MYC,13,1.5521255790992632,0.3242319449713594,54.166666666666664
Feature_15,Protein_KRAS; Protein_GRB2; Protein_CTNNB1,9,1.4964146754542644,0.2347286016077417,37.5
Feature_46,Protein_KRAS; Protein_GRB2; Protein_BARD1,10,1.4379637217605135,0.423194390360668,41.666666666666664
Feature_140,Feature_140,7,1.4148936990741192,0.4446228256630108,29.166666666666668
Feature_22,Protein_KRAS; Protein_GRB2; Protein_PIK3R1,6,1.2842712842712842,0.6052185666481393,25.0
Feature_20,Protein_MAPK1; Protein_RPA2; Protein_KRAS,7,1.2767609352703901,0.46248494387414196,29.166666666666668
Feature_81,Protein_KRAS; Protein_GRB2; Protein_SHC1,9,1.2750738535739652,0.3065422875124373,37.5
Feature_71,Protein_KRAS; Protein_GRB2; Protein_PIK3R1,11,1.2455612987072768,0.1869910717054142,45.833333333333336
Feature_82,Protein_KRAS; Protein_FYN; Protein_MYC,10,1.20527035254308,0.20321510319290023,41.666666666666664
Feature_99,Protein_KRAS; Protein_GRB2; Protein_PIK3R1,8,1.1983164983164984,0.468315724803273,33.333333333333336
Feature_260,Feature_260,2,1.1818181818181819,0.7522611903397272,8.333333333333334
Feature_105,Feature_105,3,1.1242424242424243,0.6185463753402004,12.5
Feature_0,Protein_KRAS; Protein_MYC; Protein_GRB2,8,0.9833520093335639,0.12482258243836304,33.333333333333336
Feature_61,Protein_GRB2; Protein_PIK3R1; Protein_CTNNB1,11,0.9547859547859546,0.22577975897384997,45.833333333333336
Feature_29,Protein_KRAS; Protein_CTNNB1; Protein_STAT1,10,0.9540150161684848,0.23505549021920252,41.666666666666664
Feature_12,Protein_KRAS; Protein_GRB2; Protein_RNF4,7,0.893088023088023,0.4019239611876483,29.166666666666668
Feature_76,Protein_KRAS; Protein_GRB2; Protein_PIK3R1,12,0.860282800170643,0.17674621908771623,50.0
Feature_16,Protein_KRAS; Protein_GRB2; Protein_PIK3R1,3,0.825238197578623,0.3392565055275903,12.5
Feature_26,Protein_KRAS; Protein_GRB2; Protein_MAPK1,8,0.80596398550944,0.3053413136095403,33.333333333333336
Feature_2508,Feature_2508,1,0.7878787878787878,1.0,4.166666666666667
Feature_173,Feature_173,5,0.7784562799714314,0.34055979920206914,20.833333333333332
Feature_60,Protein_KRAS; Protein_MYC; Protein_GRB2,9,0.7571878727641158,0.329480278226507,37.5
Feature_3,Protein_KRAS; Protein_GRB2; Protein_GABPA,8,0.7377909530083443,0.3990134002881776,33.333333333333336
Feature_72,Protein_KRAS; Protein_GRB2; Protein_SHC1,12,0.7318097283972361,0.15509347948077815,50.0
Feature_11,Protein_KRAS; Protein_GRB2; Protein_MYC,12,0.6875955003781531,0.207191623150608,50.0
Feature_36,Protein_KRAS; Protein_GRB2; Protein_SHC1,6,0.6809398331137462,0.2599640416412195,25.0
Feature_94,Protein_KRAS; Protein_GRB2; Protein_FYN,13,0.6620739250168555,0.19501087847724824,54.166666666666664
Feature_66,Protein_KRAS; Protein_GRB2; Protein_FYN,11,0.6599921715363292,0.16734072666480962,45.833333333333336
Feature_87,Protein_KRAS; Protein_GRB2; Protein_FYN,9,0.6591956726927595,0.2168429633325527,37.5
Feature_62,Protein_KRAS; Protein_RNF4; Protein_MYC,7,0.6264906942268796,0.18589867980883507,29.166666666666668
Feature_58,Protein_KRAS; Protein_PIK3R1; Protein_GRB2,9,0.6245052719327382,0.19561654117625885,37.5
Feature_69,Protein_KRAS; Protein_STAT1; Protein_MAPK1,10,0.6220836006773518,0.13762098533726658,41.666666666666664
Feature_33,Protein_KRAS; Protein_GRB2; Protein_SHC1,5,0.6200208060673177,0.324970507858263,20.833333333333332
Feature_28,Protein_KRAS; Protein_GRB2; Protein_RNF4,4,0.5844942935852027,0.5033685917676165,16.666666666666668
Feature_56,Protein_KRAS; Protein_GRB2; Protein_FYN,7,0.5443973916160074,0.15055508839424778,29.166666666666668
Feature_44,Protein_KRAS; Protein_GRB2; Protein_PIK3R1,7,0.5434875066454015,0.2530195720107643,29.166666666666668
Feature_166,Feature_166,5,0.542391899288451,0.3507387363461417,20.833333333333332
Feature_93,Protein_SPSB1; Protein_RNF4; Protein_STXBP3,9,0.5302016305370278,0.19127353300356942,37.5
Feature_130,Feature_130,5,0.5197835377183203,0.2558344578926778,20.833333333333332
Feature_77,Protein_KRAS; Protein_GRB2; Protein_SHC1,12,0.49143110643110643,0.09574322174073806,50.0
Feature_104,Feature_104,4,0.47045454545454546,0.2160992559249062,16.666666666666668
Feature_67,Protein_KRAS; Protein_PIK3R1; Protein_STAT1,7,0.4627098125373988,0.1254768103556729,29.166666666666668
Feature_127,Feature_127,2,0.45670995670995673,0.2408223840527047,8.333333333333334
Feature_116,Feature_116,4,0.4547152194211017,0.3727993807197941,16.666666666666668
Feature_7,Protein_KRAS; Protein_NRG1; Protein_RANBP9,5,0.4483125570082092,0.16312556839371686,20.833333333333332
Feature_42,Protein_KRAS; Protein_MYC; Protein_GRB2,10,0.4461500731702216,0.1587306068743938,41.666666666666664
Feature_32,Protein_KRAS; Protein_GRB2; Protein_CTNNB1,11,0.43242939265666536,0.08597927206634039,45.833333333333336
Feature_25,Protein_KRAS; Protein_MYC; Protein_MAPK1,9,0.42875856585534006,0.1914501648147116,37.5
Feature_167,Feature_167,3,0.42518874399450923,0.2093989469399418,12.5
Feature_282,Feature_282,1,0.42424242424242425,0.48893636875817986,4.166666666666667
Feature_131,Feature_131,7,0.41862088089769267,0.19198658706757346,29.166666666666668
