feature,importance
Feature_81,0.07441444568694743
Feature_63,0.04915389958500933
Feature_46,0.03668395679687646
Feature_69,0.03540646363865702
Feature_51,0.03164897849760586
Feature_36,0.031155216812855102
Feature_83,0.02692473274500401
Feature_64,0.021038825083289386
Feature_7,0.0191013913789403
Feature_82,0.01772399431061876
Feature_52,0.01057238166122162
Feature_39,0.010151562405420944
Feature_17,0.009715179176637308
Feature_25,0.009650468800547042
Feature_34,0.009169335395444934
Feature_67,0.008639659857598358
Feature_70,0.008472911064814953
Feature_15,0.0077786632980516865
Feature_93,0.007571163327865746
Feature_55,0.004570732243910313
Feature_35,0.003886888116092129
Feature_26,0.0036496650972996027
Feature_42,0.0036182365323800692
Feature_10,0.0026671172862066106
Feature_29,0.0025660522308217065
Feature_38,0.0021177022092958896
Feature_0,0.002107076295033254
Feature_91,0.0015649369290106263
Feature_78,0.0015307221861452969
Feature_97,0.001109719789994659
Feature_66,0.00019522886415580638
Feature_79,0.0
Feature_89,0.0
Feature_61,0.0
Feature_98,0.0
Feature_62,0.0
Feature_96,0.0
Feature_95,0.0
Feature_94,0.0
Feature_65,0.0
Feature_92,0.0
Feature_68,0.0
Feature_90,0.0
Feature_88,0.0
Feature_71,0.0
Feature_72,0.0
Feature_87,0.0
Feature_86,0.0
Feature_73,0.0
Feature_85,0.0
