feature,importance
Feature_207,0.08029580968138086
Feature_63,0.07397945077197639
Feature_245,0.0536017093128979
Feature_228,0.04454161120403513
Feature_173,0.043151297226906395
Feature_8,0.027806087436816188
Feature_141,0.027394703442647477
Feature_147,0.025026604592164603
Feature_227,0.02052995222201636
Feature_138,0.014220806622705601
Feature_216,0.009116215942358764
Feature_277,0.0077888752342812895
Feature_33,0.004038669249937962
Feature_45,0.003104725986014036
Feature_196,0.0028518386613877226
Feature_178,0.0025292121160161883
Feature_260,0.002527739837781669
Feature_67,0.0017606839550437325
Feature_104,0.0014161587743744227
Feature_248,0.0004687385525379813
Feature_250,0.00029834369997897215
Feature_220,0.0
Feature_201,0.0
Feature_200,0.0
Feature_212,0.0
Feature_199,0.0
Feature_219,0.0
Feature_197,0.0
Feature_195,0.0
Feature_194,0.0
Feature_198,0.0
Feature_202,0.0
Feature_211,0.0
Feature_203,0.0
Feature_204,0.0
Feature_205,0.0
Feature_218,0.0
Feature_217,0.0
Feature_193,0.0
Feature_215,0.0
Feature_214,0.0
Feature_208,0.0
Feature_209,0.0
Feature_213,0.0
Feature_210,0.0
Feature_206,0.0
Feature_190,0.0
Feature_192,0.0
Feature_164,0.0
Feature_170,0.0
