feature,importance
Feature_4,162.4853908356715
Feature_95,121.08088150126613
Feature_78,95.51473738890583
Feature_44,52.83276463682819
Feature_90,49.3515922977312
Feature_56,49.34289395816529
Feature_54,47.291052121462776
Feature_33,44.089089588066855
Feature_91,42.49387958873607
Feature_68,38.08688054246492
Feature_86,34.45783111444031
Feature_14,33.51811134439983
Feature_8,26.30001037346159
Feature_99,21.148258139092835
Feature_80,20.075298176032245
Feature_0,19.04843493176537
Feature_26,12.615436692027977
Feature_19,11.874397437592442
Feature_9,6.8392198548069025
Feature_71,6.684259046400854
Feature_94,5.663771659503449
Feature_17,4.833153676904825
Feature_25,3.5441783404549296
Feature_69,3.150350977343445
Feature_93,3.03999619244094
Feature_85,2.8821738151598333
Feature_7,2.128753442956005
Feature_57,2.1077222537490576
Feature_32,2.077662969500624
Feature_77,1.9910496606845656
Feature_5,1.9352952304707678
Feature_45,1.8434554916444768
Feature_60,1.5249909019237313
Feature_48,0.9139398884765523
Feature_18,0.9036170020173948
Feature_13,0.888238565889334
Feature_84,0.8031840521350305
Feature_49,0.5216629396332993
Feature_16,0.39387346499408266
Feature_34,0.29738631228445517
Feature_55,0.2202642199042522
Feature_72,0.0
Feature_73,0.0
Feature_74,0.0
Feature_75,0.0
Feature_70,0.0
Feature_76,0.0
Feature_10,0.0
Feature_67,0.0
Feature_82,0.0
