model,input,normalization,version,balanced_accuracy,precision,recall,f1,mcc,auroc,auprc,brier
pytorch_mlp,Complex_protein_embeddings,none,v2.10,0.9807692307692308,1.0,0.9615384615384616,0.9803921568627451,0.9172492321316785,1.0,1.0,0.01991650898591625
pytorch_mlp,Complex_sample_embeddings,none,v2.10,0.5,0.7878787878787878,1.0,0.8813559322033898,0.0,0.5,0.7878787878787878,0.21212121212121213
pytorch_mlp,concatenated_protein_embeddings,none,v2.10,0.5,0.7878787878787878,1.0,0.8813559322033898,0.0,0.5,0.7878787878787878,0.21212121212121213
pytorch_mlp,concatenated_sample_embeddings,none,v2.10,0.5576923076923077,1.0,0.11538461538461539,0.20689655172413793,0.1640825308284734,0.5576923076923077,0.8123543123543123,0.696969696969697
pytorch_mlp,gene_expression,none,,0.5,0.0,0.0,0.0,0.0,0.5,0.7878787878787878,0.7878787878787878
pytorch_mlp,RGCN_protein_embeddings,none,v2.10,0.5,0.0,0.0,0.0,0.0,0.5,0.7878787878787878,0.7878787878787878
pytorch_mlp,RGCN_sample_embeddings,none,v2.10,0.5,0.7878787878787878,1.0,0.8813559322033898,0.0,0.5,0.7878787878787878,0.21212121212121213
random_forest,Complex_protein_embeddings,none,v2.10,0.9807692307692308,1.0,0.9615384615384616,0.9803921568627451,0.9172492321316785,1.0,1.0,0.0342649217290114
random_forest,Complex_sample_embeddings,none,v2.10,0.5,0.7878787878787878,1.0,0.8813559322033898,0.0,0.37912087912087916,0.7522169780130671,0.1975384024798103
random_forest,concatenated_protein_embeddings,none,v2.10,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.029704713103949974
random_forest,concatenated_sample_embeddings,none,v2.10,0.5,0.7878787878787878,1.0,0.8813559322033898,0.0,0.6373626373626373,0.9042190691985265,0.17351011541840006
random_forest,gene_expression,none,,0.7857142857142857,0.896551724137931,1.0,0.9454545454545454,0.7157620211606374,0.9945054945054945,0.9985754985754985,0.07702663569812039
random_forest,RGCN_protein_embeddings,none,v2.10,0.6043956043956045,0.8275862068965517,0.9230769230769231,0.8727272727272727,0.2615284308086944,0.8516483516483516,0.9614765769657074,0.12946011803482516
random_forest,RGCN_sample_embeddings,none,v2.10,0.6758241758241759,0.8571428571428571,0.9230769230769231,0.8888888888888888,0.40094080882607047,0.6758241758241759,0.8409489343222647,0.16536254132778283
sklearn_mlp,Complex_protein_embeddings,none,v2.10,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.010919323562847713
sklearn_mlp,Complex_sample_embeddings,none,v2.10,0.4807692307692308,0.78125,0.9615384615384616,0.8620689655172413,-0.09172492321316786,0.3626373626373627,0.7385606904936165,0.2067570273533818
sklearn_mlp,concatenated_protein_embeddings,none,v2.10,0.5,0.7878787878787878,1.0,0.8813559322033898,0.0,0.5,0.7878787878787878,0.21212121212121213
sklearn_mlp,concatenated_sample_embeddings,none,v2.10,0.4807692307692308,0.78125,0.9615384615384616,0.8620689655172413,-0.09172492321316786,0.739010989010989,0.9104188638428188,0.16588392942048327
sklearn_mlp,gene_expression,none,,0.5,0.7878787878787878,1.0,0.8813559322033898,0.0,0.5879120879120879,0.8227462327188856,0.16718940677479924
sklearn_mlp,RGCN_protein_embeddings,none,v2.10,0.5,0.0,0.0,0.0,0.0,0.5,0.7878787878787878,0.7878787878787878
sklearn_mlp,RGCN_sample_embeddings,none,v2.10,0.5,0.7878787878787878,1.0,0.8813559322033898,0.0,0.1840659340659341,0.6605428646229913,0.1803547526700636
svm,Complex_protein_embeddings,none,v2.10,0.9093406593406593,0.9615384615384616,0.9615384615384616,0.9615384615384616,0.8186813186813187,0.016483516483516487,0.5999175717025996,0.17425405133301486
svm,Complex_sample_embeddings,none,v2.10,0.5,0.7878787878787878,1.0,0.8813559322033898,0.0,0.6923076923076924,0.8635854778343105,0.164562215371502
svm,concatenated_protein_embeddings,none,v2.10,0.5,0.7878787878787878,1.0,0.8813559322033898,0.0,0.4945054945054945,0.8315261823752049,0.1672188579515761
svm,concatenated_sample_embeddings,none,v2.10,0.5,0.7878787878787878,1.0,0.8813559322033898,0.0,0.7747252747252747,0.9391542140252186,0.16273252007788386
svm,gene_expression,none,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.007721670199384627
svm,RGCN_protein_embeddings,none,v2.10,0.5,0.7878787878787878,1.0,0.8813559322033898,0.0,0.4945054945054945,0.8315261823752049,0.16730624024287588
svm,RGCN_sample_embeddings,none,v2.10,0.5,0.7878787878787878,1.0,0.8813559322033898,0.0,0.7637362637362638,0.9341862653072699,0.16283789061292736
