feature,importance
Feature_73,0.07924826846731474
Feature_66,0.06800510003260896
Feature_160,0.052867904540280446
Feature_31,0.04751212913923368
Feature_30,0.028474116861311665
Feature_110,0.023455688833467506
Feature_154,0.0202451035914215
Feature_50,0.017972841450597087
Feature_107,0.013095423306502346
Feature_169,0.012994417921939802
Feature_182,0.012373971640745593
Feature_4,0.012258173156913814
Feature_64,0.010828561752621734
Feature_108,0.008583159203746814
Feature_53,0.008431471553690275
Feature_140,0.005250855090831086
Feature_38,0.004149480248483258
Feature_59,0.0034556325921863058
Feature_177,0.002909699062954176
Feature_145,0.0028404182432453058
Feature_149,0.0016763766851276066
Feature_133,0.0008201500672295966
Feature_1,0.000648206113427684
Feature_3,0.00047310572555405025
Feature_144,0.0
Feature_137,0.0
Feature_131,0.0
Feature_132,0.0
Feature_134,0.0
Feature_135,0.0
Feature_136,0.0
Feature_139,0.0
Feature_197,0.0
Feature_138,0.0
Feature_129,0.0
Feature_141,0.0
Feature_142,0.0
Feature_143,0.0
Feature_196,0.0
Feature_130,0.0
Feature_187,0.0
Feature_128,0.0
Feature_117,0.0
Feature_198,0.0
Feature_109,0.0
Feature_111,0.0
Feature_112,0.0
Feature_113,0.0
Feature_114,0.0
Feature_115,0.0
