feature,importance
Feature_4,165.51970237035434
Feature_78,88.2821970462861
Feature_95,82.02004813477157
Feature_44,61.47344800838136
Feature_86,48.825910783582664
Feature_54,47.01343339535384
Feature_33,41.62238672980435
Feature_91,40.0706264210456
Feature_90,33.77888539652986
Feature_14,33.765438958836185
Feature_56,31.91245370491579
Feature_8,23.854339869020606
Feature_0,23.437463354729
Feature_99,22.87925455805762
Feature_68,19.917916044257225
Feature_80,18.29101631231948
Feature_26,11.970967605847612
Feature_25,11.015305661878124
Feature_19,10.257554731329911
Feature_94,7.782332778747401
Feature_85,7.151816400771362
Feature_9,7.07700728666052
Feature_57,5.309352663907801
Feature_60,4.92158834269388
Feature_69,4.389800183641673
Feature_17,4.2640585098435375
Feature_71,4.031708138556385
Feature_45,3.3030540170206737
Feature_35,2.3080425138882834
Feature_93,1.716819071412485
Feature_34,1.475892864253807
Feature_29,1.2284453135610354
Feature_7,1.0649761519430092
Feature_77,1.039047967016271
Feature_48,0.8282245602168954
Feature_18,0.6596673948338747
Feature_13,0.5904029554002226
Feature_49,0.4821363168616584
Feature_5,0.4639928682430288
Feature_16,0.41541008843119626
Feature_87,0.2143235187284654
Feature_62,0.2052780187031738
Feature_27,0.19308619836161509
Feature_210,0.0
Feature_209,0.0
Feature_211,0.0
Feature_212,0.0
Feature_208,0.0
Feature_213,0.0
Feature_233,0.0
