feature,importance
Feature_161,0.05136781261236628
Feature_149,0.039764775234307104
Feature_107,0.023548378024385107
Feature_6,0.023239163534374482
Feature_126,0.022293984020073154
Feature_134,0.018842090612855168
Feature_131,0.0182300849798671
Feature_73,0.015521441978862799
Feature_146,0.014356007127515922
Feature_77,0.011615075184979212
Feature_108,0.010996018182275196
Feature_12,0.01077728481236528
Feature_57,0.010586343438746855
Feature_16,0.010347461192662468
Feature_154,0.0089349650260841
Feature_38,0.00868586961069624
Feature_55,0.008257274369807523
Feature_63,0.008242681218548958
Feature_28,0.00804027632840345
Feature_64,0.007863462500396127
Feature_125,0.007205428229209971
Feature_147,0.006927383963207226
Feature_192,0.00673082635791163
Feature_74,0.0063170318357782885
Feature_179,0.006269547241785601
Feature_26,0.00615557092159866
Feature_72,0.006087097622312382
Feature_128,0.0056669084676604755
Feature_76,0.005596104455146653
Feature_35,0.00558973804420602
Feature_44,0.005406574240463756
Feature_163,0.005222324911406481
Feature_89,0.005104823220732936
Feature_187,0.005052869177818395
Feature_78,0.004622229262405506
Feature_189,0.004569245716297202
Feature_142,0.004362353441736545
Feature_20,0.0042556065927764775
Feature_80,0.004197977575413128
Feature_68,0.003904083793281908
Feature_164,0.003902678386554416
Feature_155,0.003854784409051434
Feature_36,0.002889990405069832
Feature_111,0.002888709376984411
Feature_86,0.002875055147794511
Feature_177,0.0026232782982907312
Feature_75,0.00261524499707788
Feature_174,0.002598821749251663
Feature_182,0.002534025915163456
Feature_47,0.002479679724830534
