feature,importance
Feature_95,0.04478576923727277
Feature_99,0.03467967529655534
Feature_22,0.0311607734006749
Feature_14,0.02819734240244297
Feature_0,0.02172411545855039
Feature_86,0.021085568463472534
Feature_78,0.02065463692588071
Feature_23,0.01959757392309846
Feature_11,0.01928010729042164
Feature_68,0.017483330479201687
Feature_80,0.01740856708940335
Feature_57,0.014829508502671751
Feature_61,0.014547939213541791
Feature_73,0.014528077591761952
Feature_28,0.009802596135469011
Feature_47,0.009460070089253638
Feature_42,0.008974113033101161
Feature_30,0.008866222541403922
Feature_16,0.00819420071645169
Feature_77,0.008008334543076144
Feature_72,0.0077643680411632375
Feature_33,0.007037338648252015
Feature_32,0.005939460796440885
Feature_51,0.0058985645291917905
Feature_97,0.005870705377190425
Feature_4,0.005006655837062089
Feature_35,0.004876434282900402
Feature_76,0.004684070412877974
Feature_26,0.004327020247830572
Feature_69,0.004134791267436066
Feature_56,0.004099094649124118
Feature_8,0.004090159762281958
Feature_55,0.0039484873106824915
Feature_58,0.003514503536904043
Feature_49,0.003438127291337016
Feature_31,0.0033964501258647818
Feature_20,0.003302625182974751
Feature_48,0.003262734772664703
Feature_1,0.0031411763467283386
Feature_38,0.003081614232331056
Feature_88,0.0029448856200626618
Feature_15,0.002775481682585559
Feature_27,0.0026987075161464926
Feature_39,0.002605213548712415
Feature_43,0.002560867545736627
Feature_92,0.0022183392403794942
Feature_25,0.002198990980255141
Feature_24,0.0021342107841567106
Feature_10,0.0021229902389447997
Feature_84,0.0020905940347504936
