"ID","Description","setSize","enrichmentScore","NES","pvalue","p.adjust","qvalue","rank","leading_edge","core_enrichment"
"hsa03010","Ribosome",24,0.822786586760674,2.5961242728021,1.63445780674513e-10,2.32093008557808e-08,8.43036131900118e-09,219,"tags=96%, list=17%, signal=81%","116541/64432/219927/64928/6201/6182/64969/64960/10573/4736/2197/6183/6150/9801/51069/128308/64951/65003/6176/51264/6227/6203/6209"
"hsa05132","Salmonella infection",33,-0.734047990356387,-2.7174352151774,6.72405850435293e-10,4.77408153809058e-08,1.73409929849102e-08,164,"tags=64%, list=13%, signal=57%","23265/2597/5585/5594/3551/388/5058/841/1499/998/7277/60/23118/1639/10092/8737/5788/10671/51143/929/84516"
"hsa03040","Spliceosome",30,0.750810216672132,2.49070993712022,2.52175884001688e-09,1.19363251760799e-07,4.33565554950271e-08,309,"tags=90%, list=24%, signal=70%","6428/5093/57461/7307/57187/79228/11157/6426/988/22916/9416/51690/83443/10286/6631/6625/56259/25949/79753/9343/26121/7919/8559/10285/3183/8896/22985"
"hsa04010","MAPK signaling pathway",31,-0.725178974107046,-2.6226332708511,7.58250302334511e-09,2.69178857328751e-07,9.77743810905027e-08,248,"tags=74%, list=19%, signal=61%","3845/4609/1845/1616/5494/5908/4149/5594/3551/5579/5058/10235/998/8986/4763/6197/8550/23118/5062/7043/10125/4791/929"
"hsa05130","Pathogenic Escherichia coli infection",26,-0.735411823648127,-2.5522188847566,7.50868756830546e-08,2.13246726939875e-06,7.7458040178309e-07,166,"tags=58%, list=13%, signal=51%","10427/2597/5594/3551/6093/5058/841/998/7277/60/23118/3688/5062/10092/8737"
"hsa05205","Proteoglycans in cancer",19,-0.744703324011206,-2.3435832834113,2.69243943683058e-06,6.37210666716571e-05,2.31455320008243e-05,248,"tags=74%, list=19%, signal=60%","3845/5500/4609/3091/5594/6093/5579/5170/5058/1499/998/4659/60/3688"
"hsa04517","IgSF CAM signaling",25,-0.671258657212901,-2.31264491155903,5.70908938869545e-06,0.000101336336649344,3.68086026376417e-05,181,"tags=48%, list=14%, signal=42%","5908/5594/5579/5170/5058/1499/998/7277/60/3688/5062/10092"
"hsa04510","Focal adhesion",20,-0.704676375701734,-2.24154169850779,5.43839290453618e-06,0.000101336336649344,3.68086026376417e-05,181,"tags=65%, list=14%, signal=57%","5500/5908/5594/6093/5579/5170/5058/1499/998/4659/60/3688/5062"
"hsa04210","Apoptosis",20,-0.693800044526376,-2.2069446115371,8.6928095836405e-06,0.000137153217875217,4.98184408886999e-05,248,"tags=60%, list=19%, signal=49%","3845/4170/1616/5366/5594/3551/5170/841/1522/7277/60/8737"
"hsa04144","Endocytosis",31,-0.624217129250329,-2.25750148564762,1.05970635030074e-05,0.000150478301742706,5.46585380681437e-05,391,"tags=71%, list=30%, signal=51%","57403/10096/118813/9559/1785/10254/5868/8729/253725/10565/50807/1213/5371/161/829/27183/5119/998/137492/25978/1234/10092"
"hsa05135","Yersinia infection",19,-0.714161893623039,-2.24746932312488,1.66998626949427e-05,0.000215580045698351,7.8305576272937e-05,147,"tags=53%, list=11%, signal=47%","5585/5594/3551/6093/998/60/6197/23118/3688/10092"
"hsa05203","Viral carcinogenesis",27,-0.641555608518353,-2.23841200112288,2.51369331191055e-05,0.000297453708576082,0.000108044712529488,311,"tags=70%, list=24%, signal=54%","7186/1108/5315/10971/7531/6502/3845/1027/8364/5366/3665/5594/64764/841/998/1385/5934/1234/4791"
"hsa04668","TNF signaling pathway",16,-0.733018063155604,-2.20139525588882,4.35679047167825e-05,0.000475895574598701,0.000172860512641485,145,"tags=69%, list=11%, signal=62%","3659/5594/64764/3551/6374/9530/841/8986/1385/23118/8737"
"hsa05417","Lipid and atherosclerosis",23,-0.649250852116283,-2.18402461339468,5.75093728729516e-05,0.000544797735632586,0.000197887984032593,181,"tags=52%, list=14%, signal=46%","5908/3665/5594/3551/5170/841/998/9641/4689/10010/23118/929"
"hsa05161","Hepatitis B",22,-0.651807643867281,-2.18030755778186,6.13856603529675e-05,0.000544797735632586,0.000197887984032593,146,"tags=64%, list=11%, signal=57%","10971/3845/4609/3665/5594/64764/3551/5579/841/9641/1385/23118/4089/7043"
"hsa05200","Pathways in cancer",49,-0.499238414514038,-2.02808706381735,6.03443569744413e-05,0.000544797735632586,0.000197887984032593,311,"tags=55%, list=24%, signal=43%","83593/7186/10672/6688/6502/3845/1027/4609/613/3091/2113/4149/5371/5366/5594/3551/6093/5579/10235/841/1499/998/3688/4089/7043/10125/4791"
"hsa05166","Human T-cell leukemia virus 1 infection",25,-0.623125771978708,-2.14681573242011,6.61672343307668e-05,0.00055269101617464,0.000200755076297683,248,"tags=56%, list=19%, signal=46%","3845/4609/567/2113/5594/64764/3551/23373/7538/1385/4089/811/7043/4791"
"hsa04660","T cell receptor signaling pathway",19,-0.671792805101834,-2.11413369215599,8.27439852765684e-05,0.000632656500658607,0.000229801101054646,143,"tags=58%, list=11%, signal=52%","5516/1326/3845/5594/3551/5170/5058/998/5062/5788/10125"
"hsa01100","Metabolic pathways",112,0.421532428085649,1.79621945487261,8.46512219191093e-05,0.000632656500658607,0.000229801101054646,383,"tags=51%, list=30%, signal=39%","29956/51079/54344/4713/55256/9107/204/7388/1347/4245/253782/57704/549/3423/1633/8613/55312/25902/29796/3028/3705/7360/51727/138199/1738/29926/50484/27232/4729/37/8801/51109/51170/7384/4731/22908/27089/84532/1120/79717/7841/126328/27034/5743/60496/4351/6392/4259/84706/3612/10135/26/57103/51005/9061/4967/9588"
"hsa05211","Renal cell carcinoma",12,-0.781374352389431,-2.19284900622058,9.34193515488774e-05,0.00066327739599703,0.000240923590836579,248,"tags=75%, list=19%, signal=61%","3845/3091/5908/2113/5594/5058/998/5062/7043"
"hsa04068","FoxO signaling pathway",15,-0.72925730097234,-2.15510260199938,0.000106648611024811,0.000721147750739198,0.000261943956903045,286,"tags=67%, list=22%, signal=52%","6502/3845/1027/5594/3551/5170/5934/4089/7043/51422"
"hsa05170","Human immunodeficiency virus 1 infection",27,-0.604882935626428,-2.11045964590286,0.000117849163538192,0.000760662782837424,0.000276297081979494,143,"tags=41%, list=11%, signal=37%","5594/3551/5579/5058/841/23118/5062/1174/1234/811/8737"
"hsa04360","Axon guidance",14,-0.732309976065421,-2.1261402647718,0.000128196038662792,0.000791471195222455,0.000287487683957749,266,"tags=64%, list=21%, signal=52%","10154/3845/5594/6093/5170/5058/998/3688/5062"
"hsa04530","Tight junction",16,-0.709958019786523,-2.1321414780832,0.000145022279360752,0.000823726546769071,0.000299203860575867,140,"tags=50%, list=11%, signal=45%","123720/6093/998/7277/60/3688/10092/51422"
"hsa04810","Regulation of actin cytoskeleton",23,-0.626004795195521,-2.10582685621989,0.000142206402112526,0.000823726546769071,0.000299203860575867,248,"tags=57%, list=19%, signal=46%","3845/5500/51571/5594/10788/6093/5058/998/4659/60/3688/5062/10092"
