"ID","Description","setSize","enrichmentScore","NES","pvalue","p.adjust","qvalue","rank","leading_edge","core_enrichment"
"hsa04814","Motor proteins",15,0.759129653951423,2.11916225453142,2.09079459671618e-05,0.00296892832733697,0.00239891169517961,132,"tags=53%, list=10%, signal=48%","1639/7283/10112/51143/10671/84516/3833/829"
"hsa01100","Metabolic pathways",112,0.417004449441754,1.77708556963605,0.000107502218548083,0.00763265751691387,0.00616723253775843,350,"tags=46%, list=27%, signal=37%","51727/7360/1633/549/8801/27232/29956/18/51109/6319/84706/4548/84532/1738/3099/50484/7384/8802/4245/57704/4967/3034/54344/9588/10606/4729/29926/7388/10728/51/7083/513/847/1347/1337/94005/2053/5140/7167/3705/60496/27315/1329/3930/3417/29796/2180/8875/54480/51170/521/4731"
"hsa04014","Ras signaling pathway",22,-0.648922129389769,-2.10682418431526,0.000225561626707576,0.00891365683180448,0.0072022875809243,271,"tags=64%, list=21%, signal=51%","808/2885/83593/3845/2113/5868/5295/2790/54331/6464/2793/5062/998/10125"
"hsa04062","Chemokine signaling pathway",21,-0.654752482094443,-2.08282682572852,0.000251088924839563,0.00891365683180448,0.0072022875809243,272,"tags=62%, list=21%, signal=50%","6772/2885/6374/2185/3845/5295/2790/54331/6464/2793/998/2919/1234"
"hsa05100","Bacterial invasion of epithelial cells",13,-0.729390770575229,-2.06059966991228,0.000328559953597784,0.00933110268217707,0.00753958630361231,131,"tags=54%, list=10%, signal=49%","5295/10092/6464/1785/1213/998/1499"
"hsa04072","Phospholipase D signaling pathway",16,-0.69160779741215,-2.01666384557185,0.000437329117634019,0.0103239614202384,0.0083418220519347,194,"tags=69%, list=15%, signal=59%","2885/2185/1606/3845/10554/5295/6464/1785/551/10555/2534"
"hsa01200","Carbon metabolism",16,0.683158709393916,1.95778699873286,0.000508927675645557,0.0103239614202384,0.0083418220519347,316,"tags=69%, list=25%, signal=52%","8801/84706/84532/1738/3099/8802/4967/51/847/7167/3417"
"hsa04660","T cell receptor signaling pathway",19,-0.657512584717021,-2.04464188543758,0.000646027466622506,0.0114669875325495,0.0092653939291912,304,"tags=68%, list=24%, signal=53%","1326/5521/2885/5170/3845/5295/4690/5062/917/998/10125/5788/2534"
"hsa04517","IgSF CAM signaling",25,-0.585751658460337,-1.9466086920153,0.00109178257576533,0.0172259028620752,0.0139186316676515,187,"tags=44%, list=15%, signal=38%","5170/3635/5295/81/4690/10092/51735/5062/998/1499/2534"
"hsa05010","Alzheimer disease",43,-0.440476077775273,-1.67472546410475,0.00168319548558921,0.0239013758953667,0.0193124534662341,22,"tags=28%, list=2%, signal=28%","27089/3845/1452/5295/1499/11047/5664/5693/5706/51107/8883/102"
"hsa05170","Human immunodeficiency virus 1 infection",27,-0.539207627542344,-1.81559625480809,0.00214693935180767,0.02771503526879,0.0223939128561757,194,"tags=44%, list=15%, signal=39%","7186/5579/808/2185/3845/5295/2790/54331/2793/5062/917/1234"
"hsa04520","Adherens junction",13,-0.673281113274852,-1.90208444600718,0.00248828078273351,0.0294446559290132,0.023791456606838,128,"tags=54%, list=10%, signal=49%","11235/55698/81/889/998/1499/2534"
"hsa04360","Axon guidance",14,-0.636723776919365,-1.81093014402529,0.00403081415482954,0.0440288930758304,0.0355756067106413,187,"tags=50%, list=15%, signal=43%","5170/3845/5295/4690/5062/998/2534"
