"ID","Description","setSize","enrichmentScore","NES","pvalue","p.adjust","qvalue","rank","leading_edge","core_enrichment"
"hsa05012","Parkinson disease",25,0.731820050630781,2.44829893985888,1.59649784175801e-07,2.26702693529637e-05,2.03343409318652e-05,185,"tags=60%, list=14%, signal=52%","4713/6392/1329/7317/27089/808/513/4731/51079/7326/5706/1347/4729/25800/1616"
"hsa03040","Spliceosome",30,-0.688222889131922,-2.38221657103842,7.43567356415147e-07,3.35633721931765e-05,3.01050262073711e-05,257,"tags=60%, list=20%, signal=49%","8896/25949/79753/11157/22916/57187/6625/22938/10286/7307/6428/51690/6426/26121/9416/10285/3183/56259"
"hsa00190","Oxidative phosphorylation",16,0.802171847804918,2.36142190964846,5.80944799131035e-07,3.35633721931765e-05,3.01050262073711e-05,145,"tags=56%, list=11%, signal=51%","4713/6392/1329/27089/513/4731/51079/1347/4729"
"hsa05010","Alzheimer disease",43,0.614318902032942,2.31812161450627,1.18180888004143e-06,3.35633721931765e-05,3.01050262073711e-05,312,"tags=60%, list=24%, signal=47%","4713/3028/6392/1329/8678/27089/1452/808/513/51107/4731/51079/5706/637/8883/1347/4729/60673/25800/5743/5594/3551/5693/2597/5295/7186"
"hsa05022","Pathways of neurodegeneration - multiple diseases",47,0.586226515486991,2.26642464149408,1.12677582868522e-06,3.35633721931765e-05,3.01050262073711e-05,148,"tags=38%, list=12%, signal=35%","4713/3028/6392/1329/8678/7317/27089/1452/808/513/4731/51079/7326/5706/637/1347/4729/60673"
"hsa05014","Amyotrophic lateral sclerosis",41,0.564697456016867,2.11760092477205,3.79645059653222e-05,0.00089849330784596,0.000805913196807718,190,"tags=41%, list=15%, signal=36%","4713/6392/1329/8678/27089/3084/513/4731/51079/5706/637/60/1347/4729/60673/1616/23511"
"hsa04714","Thermogenesis",28,0.56770977122958,1.93676611325115,0.000563318813795678,0.0114273245084266,0.0102498611231996,145,"tags=39%, list=11%, signal=36%","4713/6392/1329/27089/513/4731/51079/60/1347/51422/4729"
"hsa05020","Prion disease",28,0.560531692737003,1.91227779212789,0.000673232456026668,0.0119498760944734,0.0107185693656877,145,"tags=36%, list=11%, signal=32%","4713/6392/1329/27089/513/4731/51079/5706/1347/4729"
"hsa05415","Diabetic cardiomyopathy",22,0.596737896814404,1.94459934184645,0.00132387179813363,0.0199903433338135,0.0179305525825903,195,"tags=45%, list=15%, signal=39%","4713/6392/1329/27089/513/4731/51079/1347/4729/51660"
"hsa04120","Ubiquitin mediated proteolysis",12,0.701831987948638,1.89365769502961,0.00156148528996047,0.0199903433338135,0.0179305525825903,203,"tags=58%, list=16%, signal=50%","11065/6477/7317/55284/7326/8451/6502"
"hsa05208","Chemical carcinogenesis - reactive oxygen species",26,0.562886397933687,1.89343113712636,0.00168932478877297,0.0199903433338135,0.0179305525825903,249,"tags=46%, list=19%, signal=38%","4713/6392/1329/27089/513/4731/51079/1347/4729/3091/5594/3551"
"hsa05016","Huntington disease",34,0.511352142418829,1.8183318407748,0.00162388956827438,0.0199903433338135,0.0179305525825903,148,"tags=35%, list=12%, signal=32%","4713/6392/1329/8678/27089/513/4731/51079/5706/1347/4729/60673"
"hsa04932","Non-alcoholic fatty liver disease",24,0.567466348353885,1.86892540426838,0.00239138788754587,0.026121313848578,0.0234297922585466,314,"tags=62%, list=24%, signal=48%","4713/6392/1329/27089/4731/51079/637/1347/51422/4729/4296/3551/5295/7186/3953"
"hsa01200","Carbon metabolism",16,0.63215393837254,1.86092564134277,0.002671860592968,0.027100300300104,0.0243079046427916,381,"tags=69%, list=30%, signal=49%","4967/84706/6392/3417/7167/8801/84532/2597/3418/51/1738"
