"ID","Description","setSize","enrichmentScore","NES","pvalue","p.adjust","qvalue","rank","leading_edge","core_enrichment"
"hsa03040","Spliceosome",30,0.755276796079186,2.69338868762867,9.32608553600284e-10,6.71075129159168e-08,4.52689672005073e-08,195,"tags=77%, list=15%, signal=67%","11157/9416/10286/22916/7307/7536/26121/57187/51690/7919/6631/79753/57461/22938/79228/9343/3183/6428/25949/83443/10285/8559/23451"
"hsa03010","Ribosome",24,0.796128846156647,2.68712294595304,9.4517623825235e-10,6.71075129159168e-08,4.52689672005073e-08,228,"tags=88%, list=18%, signal=73%","6182/64432/51069/64960/6203/116541/64969/6201/51264/6183/64951/6209/65003/10573/6176/4736/6227/6189/128308/9801/2197"
"hsa04110","Cell cycle",21,-0.69275787893873,-2.20959637198393,1.2492156890437e-05,0.00059129542614735,0.00039887237790518,213,"tags=67%, list=17%, signal=57%","6502/5885/1027/246184/9212/8243/7531/4176/9232/9088/5934/5516/8556/113130"
"hsa05162","Measles",18,-0.711312719111061,-2.17516395786356,5.44573460732447e-05,0.00154658862848015,0.001043288103719,244,"tags=67%, list=19%, signal=55%","6776/5295/1027/103/5610/6772/841/23118/9641/3551/4179/3561"
"hsa04621","NOD-like receptor signaling pathway",20,-0.68237776035683,-2.14485996779883,4.51792810099323e-05,0.00154658862848015,0.001043288103719,196,"tags=60%, list=15%, signal=52%","8737/55072/7186/10010/6772/841/7205/7531/23118/9641/3551/2919"
"hsa04151","PI3K-Akt signaling pathway",28,-0.601592211955526,-2.07036941300978,7.30263400740619e-05,0.00172829004841946,0.00116585911346309,290,"tags=57%, list=23%, signal=45%","2885/3845/64764/5295/1027/5170/5521/7531/5934/54331/2793/5516/5154/2790/3551/3561"
"hsa03013","Nucleocytoplasmic transport",18,0.691468694533874,2.15504392839621,9.753033525044e-05,0.00197847251508035,0.00133462564026918,297,"tags=72%, list=23%, signal=56%","10921/22916/23534/57187/7919/79228/51808/53371/1434/51068/23511/22985/10762"
"hsa04062","Chemokine signaling pathway",21,-0.650715227720051,-2.07549859781831,0.000159026283339751,0.00265174305083753,0.00178879627595415,290,"tags=67%, list=23%, signal=52%","2885/5579/3845/5295/6374/6772/10235/6464/54331/5908/2793/2790/3551/2919"
"hsa04010","MAPK signaling pathway",31,-0.571932914338407,-2.00723658824688,0.00018674246836884,0.00265174305083753,0.00178879627595415,122,"tags=52%, list=10%, signal=48%","8986/2885/5579/3845/7186/10235/3925/929/1845/23118/5908/10125/6197/1326/5154/3551"
"hsa05167","Kaposi sarcoma-associated herpesvirus infection",28,-0.581976541384949,-2.00286241481745,0.000181056314600583,0.00265174305083753,0.00178879627595415,264,"tags=46%, list=21%, signal=38%","3845/5295/8678/7186/5610/6772/841/54331/2793/2790/9641/3551/2919"
