"ID","Description","setSize","enrichmentScore","NES","pvalue","p.adjust","qvalue","rank","leading_edge","core_enrichment"
"hsa01100","Metabolic pathways",112,-0.606963422455645,-2.65452858343166,1e-10,1.42e-08,8.10526315789474e-09,269,"tags=61%, list=21%, signal=53%","8613/8802/4259/5743/57704/55904/10555/37/4351/55312/276/55256/29926/549/79717/138199/3099/64781/7167/9791/9107/60496/4729/1329/54344/2180/521/94005/513/4731/7841/7083/8801/84706/10606/1120/1337/4713/3417/27089/6392/5140/204/5315/29956/50484/10554/1633/3028/51079/4967/22908/126328/7384/51005/6319/3418/1738/51109/27034/29796/10327/9061/3423/3930/23530/4548/3612"
"hsa00190","Oxidative phosphorylation",16,-0.7997021977432,-2.31699774421477,1.97401346295252e-06,0.000140154955869629,7.99994929722863e-05,185,"tags=81%, list=14%, signal=70%","4729/1329/521/513/4731/1337/4713/27089/6392/51079/126328/7384/29796"
"hsa05171","Coronavirus disease - COVID-19",20,0.739927014008033,2.29000080982892,3.68131344564014e-06,0.000174248836426967,9.94600474786985e-05,292,"tags=75%, list=23%, signal=59%","2197/6189/6203/6201/23118/6227/2212/6209/3551/5579/9636/5295/6176/4736/6772"
"hsa05012","Parkinson disease",25,-0.683499533112802,-2.20668136120749,8.76504560319932e-06,0.000311159118913576,0.000177607503012197,193,"tags=68%, list=15%, signal=59%","25800/4729/1329/513/4731/5693/5706/1337/4713/27089/6392/51079/126328/7384/1616/11047/29796"
"hsa04650","Natural killer cell mediated cytotoxicity",18,0.737111155165572,2.20482476227617,1.34428110590672e-05,0.000381775834077507,0.000217915042431194,250,"tags=78%, list=19%, signal=64%","4068/5530/2534/2215/2185/6464/3824/5058/2885/2214/3805/5579/3804/5295"
"hsa04062","Chemokine signaling pathway",21,0.693679090558228,2.17136043704348,2.87009296305864e-05,0.000679255334590545,0.000387714312553536,292,"tags=71%, list=23%, signal=56%","1234/2185/6464/5058/6374/2885/10235/3551/54331/2919/5579/2793/5295/6093/6772"
"hsa04380","Osteoclast differentiation",20,0.701816254898885,2.17205178570774,4.69679399634492e-05,0.000809029335712087,0.00046178842735234,194,"tags=60%, list=15%, signal=52%","5530/2534/2215/4689/23118/6688/2212/2885/1385/3551/2214/11027"
"hsa04517","IgSF CAM signaling",25,0.643013878629375,2.09800228576906,5.12765071930196e-05,0.000809029335712087,0.00046178842735234,250,"tags=56%, list=19%, signal=46%","4068/2534/78999/4690/50848/5058/3635/2885/4155/3688/51735/5170/5579/5295"
"hsa05014","Amyotrophic lateral sclerosis",41,-0.566313869149405,-2.06562522815394,4.73735498207897e-05,0.000809029335712087,0.00046178842735234,201,"tags=54%, list=16%, signal=47%","8021/60/4729/1329/513/4731/5693/5706/1337/4713/27089/10482/6392/51079/126328/7384/1616/53371/25978/11047/23511/29796"
"hsa04659","Th17 cell differentiation",10,0.822737480698243,2.07954104280726,6.76691701452098e-05,0.000960902216061979,0.000548476431703279,141,"tags=60%, list=11%, signal=54%","3561/5530/3112/917/6776/3551"
"hsa04660","T cell receptor signaling pathway",19,0.704470239124066,2.1446649391465,9.86983493403686e-05,0.00127410596421203,0.000727250995139558,174,"tags=53%, list=14%, signal=46%","5530/2534/1326/917/4690/5788/5058/2885/3551/5170"
"hsa05130","Pathogenic Escherichia coli infection",26,0.591593518874944,1.95666692531333,0.000585663401399265,0.0069303502498913,0.00395579665857398,143,"tags=38%, list=11%, signal=35%","2534/4690/23118/5058/10672/9080/2212/7456/3551/3688"
"hsa05140","Leishmaniasis",12,0.731840151592437,1.96280200930333,0.000784306276059417,0.00723742460505281,0.00413107260629404,221,"tags=75%, list=17%, signal=63%","2215/3112/4689/23118/2212/3688/2214/5579/7043"
"hsa05145","Toxoplasmosis",10,0.772079591133045,1.95149879000577,0.000687917381759974,0.00723742460505281,0.00413107260629404,292,"tags=80%, list=23%, signal=62%","1234/3112/23118/3551/3688/5170/7043/6772"
"hsa05208","Chemical carcinogenesis - reactive oxygen species",26,-0.586488401518742,-1.91053795725962,0.000815484462541161,0.00723742460505281,0.00413107260629404,185,"tags=54%, list=14%, signal=47%","4729/1329/513/4731/1337/4713/27089/6392/51079/126328/7384/25865/29796/10327"
"hsa04932","Non-alcoholic fatty liver disease",24,-0.594297716915955,-1.90710618811339,0.000805223163527893,0.00723742460505281,0.00413107260629404,185,"tags=50%, list=14%, signal=44%","4729/1329/4731/51422/1337/4713/27089/6392/51079/126328/7384/29796"
"hsa04662","B cell receptor signaling pathway",13,0.717733187174444,1.98053121989161,0.000877207770662403,0.00732726490788596,0.00418235283845233,250,"tags=77%, list=19%, signal=63%","5530/930/933/3635/2885/27071/3551/11027/5579/5295"
"hsa05163","Human cytomegalovirus infection",32,0.505753738501063,1.77297685063041,0.00123711249080734,0.0097594429830357,0.00557062349661785,277,"tags=50%, list=22%, signal=40%","1234/5530/2185/64764/6009/10672/2885/1385/3551/54331/808/5579/2793/5295/5734/6093"
"hsa01200","Carbon metabolism",16,-0.668983112542802,-1.93826197683803,0.00140576392350314,0.00998092385687227,0.00569704326893376,325,"tags=75%, list=25%, signal=57%","8802/4200/3099/7167/8801/84706/3417/6392/5315/4967/3418/1738"
"hsa05152","Tuberculosis",16,0.663517295667112,1.93509076931637,0.00139346509494508,0.00998092385687227,0.00569704326893376,221,"tags=56%, list=17%, signal=47%","5530/2215/3112/2212/929/1385/2214/808/7043"
"hsa05415","Diabetic cardiomyopathy",22,-0.603181762968669,-1.88687214822694,0.00172667034850596,0.0111448722494476,0.00636141707344301,185,"tags=64%, list=14%, signal=55%","4729/1329/51660/513/4731/5500/1337/4713/27089/6392/51079/126328/7384/29796"
"hsa03010","Ribosome",24,0.556960452162311,1.80107229871554,0.00167824570445093,0.0111448722494476,0.00636141707344301,279,"tags=50%, list=22%, signal=40%","2197/6189/6203/6183/6201/6227/6209/64960/128308/6176/9801/4736"
"hsa04360","Axon guidance",14,0.674135326994436,1.90790856259814,0.00186195586034766,0.0114955535725812,0.00656158358108788,325,"tags=71%, list=25%, signal=54%","5530/2534/10154/4690/5058/3688/5170/5295/6093/5062"
"hsa04110","Cell cycle",21,-0.609438829028068,-1.87431242196889,0.00209313034666129,0.0118889803690361,0.00678614891338607,329,"tags=67%, list=26%, signal=50%","4173/4609/5934/4171/9212/6502/4176/113130/8556/10971/9232/246184/7531/8243"
"hsa04714","Thermogenesis",28,-0.551183570274754,-1.82917033664493,0.00207699832086814,0.0118889803690361,0.00678614891338607,198,"tags=64%, list=15%, signal=56%","60/4729/1329/2180/521/513/4731/6199/51422/55818/1337/4713/27089/6392/51079/126328/7384/29796"
"hsa05162","Measles",18,0.60444125325608,1.80798653389107,0.00307110055078704,0.0167729337773754,0.00957387621095557,292,"tags=44%, list=23%, signal=35%","3561/917/23118/6776/3551/4179/5295/6772"
"hsa04668","TNF signaling pathway",16,0.636054843940422,1.85499890556821,0.00353465658958107,0.018589675397056,0.0106108599375338,333,"tags=69%, list=26%, signal=52%","1326/64764/23118/6374/8986/1385/3551/2919/5295/3659/7186"
"hsa04620","Toll-like receptor signaling pathway",13,0.66233510239141,1.82766433509987,0.00442730983825167,0.0224527856082763,0.0128158969002022,292,"tags=46%, list=23%, signal=36%","1326/23118/929/3551/5295/6772"
"hsa01240","Biosynthesis of cofactors",13,-0.66243641332502,-1.8055996902021,0.00479823701021486,0.02349481570519,0.0134106805730143,387,"tags=77%, list=30%, signal=54%","51727/25902/4351/55312/29926/79717/204/1738/51109/10327"
"hsa04725","Cholinergic synapse",10,0.698780651229975,1.76622929943469,0.00551030216918357,0.0239529319591904,0.013672170206506,250,"tags=70%, list=19%, signal=57%","2534/64764/1385/54331/5579/2793/5295"
"hsa04935","Growth hormone synthesis, secretion and action",10,0.697974051469316,1.76419054789272,0.00573520906065122,0.0239529319591904,0.013672170206506,292,"tags=80%, list=23%, signal=62%","64764/6464/6776/2885/1385/5579/5295/6772"
"hsa04146","Peroxisome",10,-0.706795498556498,-1.76222570933084,0.00506683210553347,0.0239529319591904,0.013672170206506,182,"tags=50%, list=14%, signal=43%","2180/3417/5264/3418/215"
"hsa05016","Huntington disease",34,-0.493745913614181,-1.73099978384092,0.00539516533506117,0.0239529319591904,0.013672170206506,185,"tags=44%, list=14%, signal=39%","4729/1329/513/4731/5693/5706/1337/4713/27089/6392/51079/126328/7384/11047/29796"
"hsa05417","Lipid and atherosclerosis",23,0.540825422889819,1.72643904246835,0.00566467219111279,0.0239529319591904,0.013672170206506,250,"tags=48%, list=19%, signal=39%","5530/4689/23118/5452/10010/929/3551/5170/2919/808/5295"
"hsa04926","Relaxin signaling pathway",10,0.695460511654256,1.75783735585908,0.00596011607788429,0.0240116982705213,0.0137057136162353,250,"tags=70%, list=19%, signal=57%","64764/6464/2885/1385/54331/2793/5295"
"hsa04260","Cardiac muscle contraction",10,-0.698238838049553,-1.74089172069884,0.00608747280097724,0.0240116982705213,0.0137057136162353,256,"tags=70%, list=20%, signal=56%","488/1329/476/1337/27089/7384/29796"
"hsa04020","Calcium signaling pathway",10,0.69193262647086,1.74892031706445,0.00640993043669774,0.024600273567867,0.0140416683819552,316,"tags=90%, list=25%, signal=68%","5530/5153/2185/135/808/5579/116443/490/5154"
"hsa05010","Alzheimer disease",43,-0.443464561508902,-1.6420884270558,0.00747108651102729,0.0279182706464704,0.0159355584861247,321,"tags=53%, list=25%, signal=42%","637/1452/5743/3845/488/8678/25800/4729/1329/513/4731/5693/5706/1337/4713/27089/6392/3028/51079/126328/7384/11047/29796"
"hsa05161","Hepatitis B",22,0.535718586408291,1.69488673018016,0.0078477283332309,0.0285214250356488,0.0162798348980353,292,"tags=50%, list=23%, signal=39%","2185/64764/23118/6776/2885/1385/3551/5579/7043/5295/6772"
"hsa05022","Pathways of neurodegeneration - multiple diseases",47,-0.443695150727811,-1.67345217694288,0.00803420423539403,0.0285214250356488,0.0162798348980353,378,"tags=64%, list=29%, signal=47%","7388/1639/581/10671/6310/637/1452/5743/3845/488/7326/8678/4729/1329/513/4731/5693/5706/1337/4713/27089/6392/3028/51079/126328/7384/1616/25978/11047/29796"
